"Depth [cm]","Median Age [kyrs]","Mean d18O [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
287.5,16.080559025,2.87380717086374,2.69206849987954,2.75480746372316,2.95709520121857,3.38389228142428
292.5,16.1751558425,2.89308995466341,2.70585378620496,2.77828566625552,2.99236907249505,3.19490834336647
297.5,16.26676061,2.94200448383679,2.72601319325301,2.82883235299579,3.05241055298044,3.1546405658347
302.5,16.36142387,2.99405198667259,2.76891008907686,2.88780403133988,3.08976708508124,3.17018856070488
307.5,16.4403327,3.02506232195501,2.81179496136095,2.94131999770954,3.10914740889128,3.18451177033227
312.5,16.5178855,3.04454061858727,2.85261738261021,2.97528055159933,3.1187356007382,3.18999881655626
317.5,16.593185525,3.05470709586459,2.89650277034606,2.9893288513087,3.12286940586512,3.19701445529555
322.5,16.67172395,3.065472002771,2.91896068965564,2.99603128050604,3.13565607668954,3.22926052264803
327.5,16.745931415,3.08338981007046,2.9337849198035,3.00304478867251,3.17027393532132,3.26593333669586
332.5,16.8238003975,3.11480422159951,2.9483071599701,3.01933282116941,3.2164385680874,3.29840102320834
337.5,16.9008745415,3.1534882402217,2.96296991639507,3.04410910924593,3.2489549355477,3.34578059710031
342.5,16.973936225,3.1961669519981,2.98058997209032,3.09090466551876,3.29736131852797,3.40324157092007
347.5,17.0487252375,3.24335043142986,3.01426202016107,3.14547186835341,3.35260417971433,3.42990544910222
352.5,17.1204777,3.27307483464212,3.05488537443031,3.17851010484596,3.36921897634826,3.43507399429117
357.5,17.19375247825,3.27285695355877,3.09363155210769,3.18827958018116,3.36314944845568,3.42927224116148
362.5,17.273417855,3.25495013613689,3.10817657714782,3.17896219943682,3.33711289145012,3.41676899999428
367.5,17.390944773,3.24690664118792,3.11046125254444,3.17382606036175,3.32076155437605,3.41594909050711
372.5,17.513520435,3.27811188196696,3.12915140692437,3.19806117854361,3.35955953245447,3.47498548692034
377.5,17.64115525,3.31723421824317,3.15625498204018,3.22868814109782,3.41452310004162,3.50600585134927
382.5,17.767363565,3.34110923894181,3.18165993566249,3.25320262278213,3.43115344402889,3.51944642794811
387.5,17.894060215,3.35582115998776,3.19383313699058,3.27195327047817,3.43575546271304,3.5187842466395
392.5,18.024702667,3.37541087468665,3.20830929683311,3.28954168326443,3.44608069587172,3.66172012434048
397.5,18.1557021375,3.43284614622216,3.23077645770075,3.31018433934583,3.56340460690454,3.90443113310445
402.5,18.2849439825,3.52153206440121,3.26871221579525,3.3385644488514,3.78438033173394,3.94075270228225
407.5,18.4111974725,3.5913396157647,3.29816997352166,3.38089523417862,3.82796548653657,3.95055855077009
412.5,18.5569672525,3.55167644612037,3.33705533527942,3.415060130322,3.72495171751878,3.92647899953902
417.5,18.86166089,3.53172419421939,3.3971988394565,3.4598430170443,3.60141980394627,3.67074487640383
422.5,19.2599989575,3.58308834371755,3.4632216750316,3.52639550539527,3.63885350800353,3.69274218553971
427.5,19.68305005,3.60163265301038,3.49475201292052,3.54990233674048,3.6527178152536,3.71145237317597
