"Depth [cm]","Median Age [kyrs]","Mean d13C [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
0.7,1.29995303,0.833270063687917,0.768532509774765,0.797565131792195,0.864692193232891,0.890009100902766
2.3,1.4167553,0.842684826183202,0.776614677420544,0.810040913904811,0.871138982012758,0.901248493972335
2.3,1.4167553,0.842684826183202,0.776614677420544,0.810040913904811,0.871138982012758,0.901248493972335
2.3,1.4167553,0.842684826183202,0.776614677420544,0.810040913904811,0.871138982012758,0.901248493972335
2.3,1.4167553,0.842684826183202,0.776614677420544,0.810040913904811,0.871138982012758,0.901248493972335
4.3,1.54878095,0.853170611850677,0.793186796153139,0.825573238868007,0.880031664027522,0.911100106926808
6.3,1.697208045,0.860301649260564,0.80241339133532,0.829162185551719,0.889739523029361,0.927237630655847
6.3,1.697208045,0.860301649260564,0.80241339133532,0.829162185551719,0.889739523029361,0.927237630655847
6.3,1.697208045,0.860301649260564,0.80241339133532,0.829162185551719,0.889739523029361,0.927237630655847
8.3,1.85668003,0.862718950619549,0.798414728382041,0.821369735561508,0.897718236286373,0.96398154501691
10.2,1.999668582,0.864957329605176,0.79336210916243,0.816305499533442,0.910455118852977,0.975500305155758
10.2,1.999668582,0.864957329605176,0.79336210916243,0.816305499533442,0.910455118852977,0.975500305155758
10.2,1.999668582,0.864957329605176,0.79336210916243,0.816305499533442,0.910455118852977,0.975500305155758
10.2,1.999668582,0.864957329605176,0.79336210916243,0.816305499533442,0.910455118852977,0.975500305155758
12.3,2.160956115,0.870330574872584,0.788103843574995,0.812598997455599,0.947398593112339,0.983197604013788
14.2,2.31186365,0.878119780380133,0.779932074552474,0.810396247109995,0.961467034243084,0.986877672063521
14.2,2.31186365,0.878119780380133,0.779932074552474,0.810396247109995,0.961467034243084,0.986877672063521
14.2,2.31186365,0.878119780380133,0.779932074552474,0.810396247109995,0.961467034243084,0.986877672063521
14.2,2.31186365,0.878119780380133,0.779932074552474,0.810396247109995,0.961467034243084,0.986877672063521
16.2,2.45804854,0.884226462825829,0.763071904779092,0.807471247591011,0.968259921860953,0.990181972136363
18.3,2.630118185,0.885111003981292,0.750972222401292,0.796749385566007,0.970197298002131,0.99492262067435
18.3,2.630118185,0.885111003981292,0.750972222401292,0.796749385566007,0.970197298002131,0.99492262067435
18.3,2.630118185,0.885111003981292,0.750972222401292,0.796749385566007,0.970197298002131,0.99492262067435
18.3,2.630118185,0.885111003981292,0.750972222401292,0.796749385566007,0.970197298002131,0.99492262067435
20.3,2.78547586,0.876180998863077,0.741221854834462,0.777670974823587,0.970337216648115,0.996039027302282
22.2,2.926255415,0.86508365696008,0.736893127808137,0.76784755068058,0.969619431853418,1.00020278760979
22.2,2.926255415,0.86508365696008,0.736893127808137,0.76784755068058,0.969619431853418,1.00020278760979
22.2,2.926255415,0.86508365696008,0.736893127808137,0.76784755068058,0.969619431853418,1.00020278760979
22.2,2.926255415,0.86508365696008,0.736893127808137,0.76784755068058,0.969619431853418,1.00020278760979
24.3,3.0954649025,0.864268645856564,0.733212695619782,0.764846027254946,0.970843025843645,1.0252473661511
26.2,3.266192325,0.89695807882423,0.737011638556674,0.776457807405275,0.998423247188258,1.05462989846891
26.2,3.266192325,0.89695807882423,0.737011638556674,0.776457807405275,0.998423247188258,1.05462989846891
26.2,3.266192325,0.89695807882423,0.737011638556674,0.776457807405275,0.998423247188258,1.05462989846891
26.2,3.266192325,0.89695807882423,0.737011638556674,0.776457807405275,0.998423247188258,1.05462989846891
28.2,3.48255032,0.951861591448321,0.756458224315661,0.884658384656242,1.03205195010274,1.0676438530986
30.3,3.737400675,0.936926562327906,0.805296603140209,0.893016614951459,1.00630722330815,1.05783758765962
30.3,3.737400675,0.936926562327906,0.805296603140209,0.893016614951459,1.00630722330815,1.05783758765962
30.3,3.737400675,0.936926562327906,0.805296603140209,0.893016614951459,1.00630722330815,1.05783758765962
30.3,3.737400675,0.936926562327906,0.805296603140209,0.893016614951459,1.00630722330815,1.05783758765962
32.2,4.23900105,0.888090635444429,0.787710413309538,0.821139457450717,0.933127202575979,0.961494174636266
34.3,4.7468012,0.84970824745852,0.757614967685675,0.802340043768247,0.906616322147195,0.948059683842289
34.3,4.7468012,0.84970824745852,0.757614967685675,0.802340043768247,0.906616322147195,0.948059683842289
34.3,4.7468012,0.84970824745852,0.757614967685675,0.802340043768247,0.906616322147195,0.948059683842289
36.3,5.25766095,0.775973478935656,0.594100609424424,0.674404089994019,0.850190673543257,0.883228877365434
38.2,5.77203205,0.691116169527448,0.571878825468004,0.601268274714966,0.81144996533162,0.865062620550851
38.2,5.77203205,0.691116169527448,0.571878825468004,0.601268274714966,0.81144996533162,0.865062620550851
38.2,5.77203205,0.691116169527448,0.571878825468004,0.601268274714966,0.81144996533162,0.865062620550851
38.2,5.77203205,0.691116169527448,0.571878825468004,0.601268274714966,0.81144996533162,0.865062620550851
40.3,6.26810189,0.754053436644256,0.641628609899864,0.69561527838146,0.815966701110514,0.852442697196146
42.3,6.36777839,0.74333713965044,0.665980567415511,0.693430295383935,0.807151052418562,0.847197248177879
42.3,6.36777839,0.74333713965044,0.665980567415511,0.693430295383935,0.807151052418562,0.847197248177879
42.3,6.36777839,0.74333713965044,0.665980567415511,0.693430295383935,0.807151052418562,0.847197248177879
