"Depth [cm]","Median Age [kyrs]","Mean d13C [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
532.5,26.35188456,0.481613088803222,0.37137300357938,0.40724161742897,0.574395330945086,0.616215316602451
537.5,26.60327617775,0.528807586883906,0.391796112974475,0.443665626261477,0.593621227050309,0.624358104813175
542.5,26.84879072,0.551074540794535,0.425615616244554,0.505440363638674,0.596550340207896,0.625052840679614
547.5,27.0845552925,0.542375202606592,0.455809359847912,0.499969938704855,0.586118509918078,0.619629358971851
22.5,3.15969015,0.216236901405519,0.112476986039443,0.186626698354134,0.249166873537801,0.277599332869048
27.5,4.1018556,0.184134448674183,0.0127988776154617,0.110678634756708,0.244425101048998,0.275662608486436
32.5,4.85135175,0.100959526107589,-0.0924422344027845,-0.0298151614073992,0.219817757670343,0.270261067823959
37.5,5.592790975,-0.0653098302571156,-0.209824842525048,-0.171136695038319,0.0651213897143507,0.277004339139099
42.5,5.871328075,0.113339798790777,-0.140593174623375,-0.0381756465640855,0.258603532441115,0.32953697073374
47.5,6.1843417,0.0869369000184435,-0.12113678014583,-0.050781360480274,0.22062785960857,0.306465954068794
52.5,6.500680325,0.113836744174673,-0.0998246743920472,0.0131996183316918,0.201743038460558,0.253341977764525
57.5,6.8123618965,0.106345248565136,0.00442489378233376,0.0507625574360348,0.170814677510416,0.23273971941407
62.5,7.114399025,0.0355498914228861,-0.0312205456837261,-0.000572347403374407,0.0685994850382302,0.129174117596401
227.5,14.620564025,0.0561563322776181,-0.15459296872852,-0.0286700308819925,0.125319246045148,0.159038539450345
232.5,14.821929235,-0.0358407295297099,-0.196565623943293,-0.148852507933751,0.0804675583414241,0.138180475140286
237.5,15.018398225,-0.112915794370803,-0.205996518749157,-0.172299284672211,-0.0445106833435851,0.0746124513959935
242.5,15.2221697725,-0.12807300527652,-0.196826005495308,-0.16536455991104,-0.0937488138871066,-0.0372956267129555
347.5,17.05144673925,0.00336782157065612,-0.193917509008825,-0.0666207481107287,0.0665355521558754,0.100533990823541
352.5,17.124308965,-0.0340732035514825,-0.243517585656782,-0.121460914196601,0.0524326031933033,0.0923869526041959
357.5,17.19646526,-0.0737980630571197,-0.259266439419461,-0.202408536305866,0.0331046210128888,0.0819622994071751
362.5,17.275190025,-0.11052056685298,-0.264880912667618,-0.220440269534039,0.00366218750331437,0.0704185118109515
367.5,17.390886555,-0.115835179929064,-0.254525085639491,-0.211975479915514,-0.0212406299851107,0.0449627540664009
372.5,17.51298804,-0.0867516261953483,-0.232604401597743,-0.172276886466982,-0.0168757558390085,0.0325737661951107
377.5,17.635112725,-0.0721951809845776,-0.205927712387665,-0.143227132611437,-0.0107985947742384,0.0630234637860998
382.5,17.7615902025,-0.0716756450449219,-0.204657969816281,-0.151148077378283,0.00464774240331717,0.0812872779396743
387.5,17.8911374925,-0.0827273751948183,-0.213176631332045,-0.17168029425185,0.0135259180881391,0.0881020138744051
392.5,18.022448195,-0.109892977619187,-0.220795009415289,-0.185488586876925,-0.00756018427440911,0.0825298618315548
