"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
145,17.8927123,1.5188933101582,-0.73294480161434,-0.304433736034925,4.05477710207996,5.3007954193996
148,18.076257755,1.268639405462,-0.507485125668347,-0.0711023822054839,3.43400898124316,5.17711070604385
152.5,18.3597591975,1.26214314941625,-0.230725891810343,0.117219429606479,2.67354997609533,3.6102463164283
155,18.5485674,1.90077803585558,-0.0522625287461316,0.642139620296455,2.90794779787026,3.41724719052266
158,18.774544425,1.65643052196748,-0.511583836392451,0.957298930217248,2.58889108720733,3.21626738411525
162.5,19.144702225,0.480852901024906,-1.22864144010132,-0.610473661708648,1.36872776710084,1.96609189051684
165,19.382139275,0.0127706604891467,-1.31127859854452,-0.818337445329163,1.00177668586905,1.47151940531903
167.5,19.60223625,-0.103160369677425,-1.28588467823821,-0.780146147695324,0.616334606474653,1.23986246468868
168,19.645345025,-0.093982205959163,-1.26543517990902,-0.75037746851723,0.585651195746319,1.20207005222278
168,19.645345025,-0.093982205959163,-1.26543517990902,-0.75037746851723,0.585651195746319,1.20207005222278
172.5,20.046844825,0.0317518377359737,-0.890881845358757,-0.462336174342973,0.59873680501814,1.08619813779183
173,20.083678525,0.0174798577055111,-0.874594283074466,-0.471461752496397,0.588618012008448,1.08653785201464
177.5,20.461918605,-0.241683575825589,-0.979788540706886,-0.667673570663246,0.134577601735336,1.19619000349862
180,20.755133675,0.0639975486740416,-0.844156897630605,-0.52012713374406,0.823680096288703,1.73845046476316
182.5,21.0299381,0.238749159762107,-0.714662033438013,-0.386598235607205,1.05248329691404,1.84104474405078
183,21.0944894,0.246260043778251,-0.703127091302077,-0.370958192801255,1.05567950470364,1.84041319686358
185,21.3750988,0.31467409681836,-0.638476552105621,-0.318862885422256,1.18440495181794,2.16312758271997
188,21.746651425,0.99577047520729,-0.556270206547727,-0.22458597348491,2.66369136142586,3.27160626653963
190,21.966920725,1.56521336844977,-0.506692608574406,-0.0683610725627144,2.85400309261961,3.3503529982121
190,21.966920725,1.56521336844977,-0.506692608574406,-0.0683610725627144,2.85400309261961,3.3503529982121
193,22.2677465,1.558728620442,-0.716430882588451,0.000751178676149222,2.75768223197748,6.16000031010114
195,22.387203975,1.82447710167144,-0.780412927330642,-0.119639231880006,4.38188454491827,6.65673648515857
197.5,22.52425069,2.64363915303558,-0.784417836711302,-0.0718493676591255,5.91351189185483,6.91570354605793
200,22.67679672,3.7487561039882,-0.660929506954427,0.423970447440286,6.33321997500628,7.10555874069849
203,22.850174775,4.6487399424576,-0.317694531752206,1.99203513448244,6.53941892918028,7.31887964894945
208,23.1492091,4.9890684321769,0.0786759510179469,3.61691135171784,6.70764926005095,7.61842417163769
212.5,23.4195268,4.26603208569172,-0.146066477583186,0.515790496934324,6.70273639534013,7.67444699477074
215,23.57098015,3.60348351565908,-0.229304940796203,0.237437124029352,6.57893072983481,7.663586299948
215,23.57098015,3.60348351565908,-0.229304940796203,0.237437124029352,6.57893072983481,7.663586299948
218,23.748936135,2.76238785280251,-0.291412270997608,0.115552400410081,6.11874619618221,7.56406904584112
220,23.871441645,2.26287153343288,-0.318944875874302,0.0786282167518934,5.43410775438115,7.47183773631369
223,24.0477348,1.76634999082443,-0.339946679500862,0.0707474863347651,3.27998116947868,7.12618606535242
227.5,24.3148149,1.54299587640576,-0.307170383512997,0.158499643134263,2.76603563070573,5.13760712186922
230,24.460265025,1.58479751158451,-0.270836113645628,0.266749546499019,2.7939580732828,3.8266748325777
233,24.631368145,1.66326867585458,-0.204836188437642,0.460706144050898,2.8338623266168,3.72872061273062
235,24.743371325,1.6806809430058,-0.157198746589031,0.616662925185934,2.7875472301254,3.70347367270137
237.5,24.897979018,1.60626428603133,-0.113456203253843,0.726194990815801,2.53181653361333,3.61063227335062
240,25.1018639,1.27727519663523,-0.198068391025386,0.381686620157044,1.9282555516294,3.30462649267692
243,25.41478335,0.625838207319552,-0.339700398488735,0.0438968485580195,1.29775434051438,2.01272732590616
245,25.7116843,0.43712141073196,-0.289255568781556,0.0763396792692743,0.771856127966468,1.25971661944057
248,26.141148375,0.448874021691741,-0.204815333399137,0.155998586089605,0.743989742569036,1.01610840351106
252.5,26.901681325,0.0961942277642296,-0.818243317095014,-0.395731801924931,0.548759974731569,0.884521623757747
255,27.259785575,0.202039749898346,-0.844414552589308,-0.422177580689693,0.800125440566268,1.65625104728032
258,27.6757257,0.890855172468063,-0.599912202371171,0.10530253841233,1.62776406815243,2.07415470812843
260,27.87010385,1.00177671845299,-0.396907433828865,0.329601590044793,1.66877680443364,2.1065092717277
260,27.87010385,1.00177671845299,-0.396907433828865,0.329601590044793,1.66877680443364,2.1065092717277
