Event,Age [ka BP],CO2 [mmol/mol],CO2 std dev [±],Reference
Law_Dome,0.90992,280.92,0.94,Rubino et al. 2013
WDC_adjusted,0.91351,281.47,1.3,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.91366,280.77,1,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.917248,278.97,1.2,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.918268,279.17,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.920337,277.47,1.2,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.922306,280.37,1.3,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.925,280.8,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.928894,279.77,1,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.93073,280.06,0.63,Rubino et al. 2013
Law_Dome,0.93242,279.8,1.34,Rubino et al. 2013
WDC_adjusted,0.938708,280.37,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.942773,280.87,1.4,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.945,280.5,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.955687,279.57,1.3,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.957561,278.87,0.6,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,0.965805,278.87,0.6,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.96735,278.74,1.41,Rubino et al. 2013
WDC_adjusted,0.972404,277.77,0.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.982,278.5,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,0.989399,278.47,0.7,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,0.99235,277.41,0.5,Rubino et al. 2013
WDC_adjusted,0.997796,278.97,1.1,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.006,279.1,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,1.0065,277.67,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,1.02361,277.47,1.2,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.03587,280.11,2.21,Rubino et al. 2013
WDC_adjusted,1.04068,277.47,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.053,278.9,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,1.05765,280.37,0.5,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,1.0742,277.17,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.07459,279.42,1.41,Rubino et al. 2013
WDC_adjusted,1.09172,276.97,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.093,279.3,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,1.1087,279.37,0.7,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,1.12571,277.07,1.9,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.12767,278.62,1.41,Rubino et al. 2013
WDC_adjusted,1.14242,277.17,0.6,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.151,278.5,1.1,Mac Farling-Meure et al. 2006
WDC_adjusted,1.15124,277.57,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.1569,279.72,2.21,Rubino et al. 2013
WDC_adjusted,1.15964,276.37,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,1.17688,277.77,0.7,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.186,278.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.1877,279.29,2.21,Rubino et al. 2013
WDC_adjusted,1.19286,277.47,0.9,Ahn et al. 2012; Bauska et al. 2015
WDC_adjusted,1.2098,277.57,0.5,Ahn et al. 2012; Bauska et al. 2015
Law_Dome,1.21957,279.99,0.5,Rubino et al. 2013
Law_Dome,1.22,278.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.24875,277.1,0.5,Rubino et al. 2013
Law_Dome,1.252,279.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.28082,278.45,0.5,Rubino et al. 2013
Law_Dome,1.282,279.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.313,279.59,0.5,Rubino et al. 2013
Law_Dome,1.318,278.3,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.33548,277.87,0.5,Rubino et al. 2013
Law_Dome,1.354,276.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.36759,276.2,0.5,Rubino et al. 2013
Law_Dome,1.378,277.6,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.39253,278.46,3.85,Rubino et al. 2013
Law_Dome,1.39838,276.56,0.5,Rubino et al. 2013
Law_Dome,1.413,276,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.43204,276.79,0.94,Rubino et al. 2013
Law_Dome,1.45,276.4,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.46187,277.11,0.5,Rubino et al. 2013
Law_Dome,1.489,276.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.51306,280,0.5,Rubino et al. 2013
Law_Dome,1.522,276.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.54364,279.13,0.5,Rubino et al. 2013
Law_Dome,1.56577,277.25,0.5,Rubino et al. 2013
Law_Dome,1.585,277,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.59267,277.8,0.5,Rubino et al. 2013
Law_Dome,1.621,278.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.63245,281.69,0.5,Rubino et al. 2013
Law_Dome,1.648,279.8,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.6544,280.91,0.5,Rubino et al. 2013
Law_Dome,1.67556,280.24,2.56,Rubino et al. 2013
Law_Dome,1.676,280.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.6839,278.31,0.62,Rubino et al. 2013
Law_Dome,1.7094,280.25,0.62,Rubino et al. 2013
Law_Dome,1.722,281.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.748,280.7,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.77547,277.56,0.5,Rubino et al. 2013
Law_Dome,1.782,280.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.79647,278.07,0.5,Rubino et al. 2013
Law_Dome,1.814,278.1,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.846,277.5,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.894,277.4,1.1,Mac Farling-Meure et al. 2006
EDC,1.90197,278.7,0.7,Monnin et al. 2001; Monnin et al. 2004
Law_Dome,1.92,277.9,1.1,Mac Farling-Meure et al. 2006
Law_Dome,1.949,276.7,1.1,Mac Farling-Meure et al. 2006
EDC,1.99971,278,1.2,Monnin et al. 2001; Monnin et al. 2004
EDC,2.09336,276.9,0.7,Monnin et al. 2001; Monnin et al. 2004
EDC,2.23424,276.7,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,2.26555,276.7,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,2.41432,277.6,1.3,Monnin et al. 2001; Monnin et al. 2004
EDC,2.52612,277.9,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,2.62802,273.9,1.1,Monnin et al. 2001; Monnin et al. 2004
EDC,2.70848,278.9,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,2.80176,275.3,1.6,Monnin et al. 2001; Monnin et al. 2004
EDC,2.90455,274.7,1.2,Monnin et al. 2001; Monnin et al. 2004
EDC,2.94882,276.3,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,3.0566,274.6,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,3.25573,276.3,1.5,Monnin et al. 2001; Monnin et al. 2004
EDC,3.28366,273.1,1.1,Monnin et al. 2001; Monnin et al. 2004
EDC,3.43112,274,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,3.52829,275,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,3.64446,273.4,1.3,Monnin et al. 2001; Monnin et al. 2004
EDC,3.69341,273,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,3.80686,271.5,1,Monnin et al. 2001; Monnin et al. 2004
EDC,3.85617,275.4,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,3.96895,274.9,1.3,Monnin et al. 2001; Monnin et al. 2004
EDC,4.10867,271.7,1,Monnin et al. 2001; Monnin et al. 2004
EDC,4.20584,271.6,0.7,Monnin et al. 2001; Monnin et al. 2004
EDC,4.27508,272.8,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,4.34282,271.5,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,4.49436,271.1,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,4.59282,269.1,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,4.64746,269.8,1,Monnin et al. 2001; Monnin et al. 2004
EDC,4.773,271.5,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,4.9212,270.7,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,4.98158,269.3,1,Monnin et al. 2001; Monnin et al. 2004
EDC,5.08679,268.6,1.1,Monnin et al. 2001; Monnin et al. 2004
EDC,5.21857,269.8,1.2,Monnin et al. 2001; Monnin et al. 2004
EDC,5.31118,267.6,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,5.35755,265.3,1.7,Monnin et al. 2001; Monnin et al. 2004
EDC,5.53329,265.2,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,5.5813,267.6,2,Monnin et al. 2001; Monnin et al. 2004
EDC,5.75761,265.9,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,5.85226,265.5,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,5.93409,260.7,1.6,Monnin et al. 2001; Monnin et al. 2004
EDC,5.99938,266.7,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,6.08981,265.5,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,6.30196,263.2,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,6.33721,262.7,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,6.40124,261.2,0.7,Monnin et al. 2001; Monnin et al. 2004
EDC,6.57229,261.1,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,6.68255,259.4,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,6.76965,262.1,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,6.88031,262.9,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,6.97008,258.1,1.4,Monnin et al. 2001; Monnin et al. 2004
EDC,7.03827,257.6,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,7.18807,262.3,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,7.27401,263,0.7,Monnin et al. 2001; Monnin et al. 2004
EDC,7.40532,260.7,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,7.49787,258.4,0.8,Monnin et al. 2001; Monnin et al. 2004
EDC,7.66137,260.1,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,7.71959,260.4,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,7.86018,259.7,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,7.92637,259.2,0.7,Monnin et al. 2001; Monnin et al. 2004
EDC,7.97585,260.8,1.4,Monnin et al. 2001; Monnin et al. 2004
EDC,8.11628,259.6,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,8.1948,259.3,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,8.35188,258.3,1.2,Monnin et al. 2001; Monnin et al. 2004
EDC,8.45968,261.3,0.9,Monnin et al. 2001; Monnin et al. 2004
EDC,8.54658,260.7,0.5,Monnin et al. 2001; Monnin et al. 2004
EDC,8.71068,261.8,1,Monnin et al. 2001; Monnin et al. 2004
EDC,8.78128,259,1.1,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,8.80692,261.84,3.37,Marcott et al. 2014
WDC_adjusted,8.9001,259.39,1.43,Marcott et al. 2014
EDC,8.91185,260.9,0.7,Monnin et al. 2001; Monnin et al. 2004
EDC,8.99299,260.4,0.6,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,8.99488,262.8,1.42,Marcott et al. 2014
EDC,9.06017,259.3,1,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.09143,257.89,1.85,Marcott et al. 2014
EDC,9.14301,262,0.8,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.18869,264.54,3.85,Marcott et al. 2014
WDC_adjusted,9.28445,263.17,0.5,Marcott et al. 2014
EDC,9.29531,263.7,1.2,Monnin et al. 2001; Monnin et al. 2004
EDC,9.36112,263.8,0.8,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.38003,257.74,1.06,Marcott et al. 2014
EDC,9.4367,265.2,0.9,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.47311,259.49,3.36,Marcott et al. 2014
EDC,9.51806,260.6,1.7,Monnin et al. 2001; Monnin et al. 2004
EDC,9.52444,260.9,0.6,Monnin et al. 2001; Monnin et al. 2004
EDC,9.55586,263,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.56786,265.11,1.69,Marcott et al. 2014
EDC,9.57327,263.8,1.2,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.66991,258.91,2.18,Marcott et al. 2014
WDC_adjusted,9.76097,263.76,2.13,Marcott et al. 2014
WDC_adjusted,9.86448,259.86,0.69,Marcott et al. 2014
EDC,9.90104,264.4,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,9.95859,264.62,1.25,Marcott et al. 2014
EDC,9.99261,264.2,0.9,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.0588,261.99,2.46,Marcott et al. 2014
EDC,10.1345,264,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.1598,261.13,2.52,Marcott et al. 2014
EDC,10.19295,263.4,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.2608,261.38,1.43,Marcott et al. 2014
EDC,10.29955,265.7,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.3626,261.48,2.75,Marcott et al. 2014
EDC,10.36656,264.9,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.4629,265.22,1.01,Marcott et al. 2014
EDC,10.50555,267.5,0.5,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.5646,274.87,1.37,Marcott et al. 2014
WDC_adjusted,10.6663,262.05,0.96,Marcott et al. 2014
EDC,10.68048,266.9,0.6,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.7688,265.44,2.13,Marcott et al. 2014
EDC,10.80181,266,1.1,Monnin et al. 2001; Monnin et al. 2004
EDC,10.83574,265.1,1.6,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.8648,265.75,1.97,Marcott et al. 2014
EDC,10.95448,267.6,0.7,Monnin et al. 2001; Monnin et al. 2004
WDC_adjusted,10.9625,269.88,0.99,Marcott et al. 2014
WDC_adjusted,11.0603,262,3.26,Marcott et al. 2014
WDC_adjusted,11.1535,270.97,3.66,Marcott et al. 2014
WDC_adjusted,11.2442,262.75,1.67,Marcott et al. 2014
WDC_adjusted,11.2881,262.78,1.29,Marcott et al. 2014
WDC_adjusted,11.3053,266.1,2.55,Marcott et al. 2014
WDC_adjusted,11.3235,262.42,2.04,Marcott et al. 2014
WDC_adjusted,11.3413,268.08,2.11,Marcott et al. 2014
WDC_adjusted,11.3588,266.81,0.7,Marcott et al. 2014
WDC_adjusted,11.377,267.04,2.52,Marcott et al. 2014
WDC_adjusted,11.3933,265.11,0.85,Marcott et al. 2014
WDC_adjusted,11.4104,265.6,1.15,Marcott et al. 2014
WDC_adjusted,11.4271,267.45,0.85,Marcott et al. 2014
WDC_adjusted,11.4465,264.84,0.66,Marcott et al. 2014
WDC_adjusted,11.4614,260.68,1.42,Marcott et al. 2014
WDC_adjusted,11.4787,265.03,0.5,Marcott et al. 2014
WDC_adjusted,11.4949,258.64,0.5,Marcott et al. 2014
WDC_adjusted,11.5122,259.24,1.52,Marcott et al. 2014
WDC_adjusted,11.5296,264.16,2.41,Marcott et al. 2014
WDC_adjusted,11.5484,255.07,1.34,Marcott et al. 2014
WDC_adjusted,11.565,245.49,0.5,Marcott et al. 2014
WDC_adjusted,11.5836,252.56,0.88,Marcott et al. 2014
WDC_adjusted,11.6022,251.93,1.46,Marcott et al. 2014
WDC_adjusted,11.6216,253.98,1.26,Marcott et al. 2014
WDC_adjusted,11.6413,253.83,1.4,Marcott et al. 2014
WDC_adjusted,11.6607,256.68,1.48,Marcott et al. 2014
WDC_adjusted,11.6808,256.19,0.5,Marcott et al. 2014
WDC_adjusted,11.7035,256.47,1.78,Marcott et al. 2014
WDC_adjusted,11.7215,255.11,1.48,Marcott et al. 2014
WDC_adjusted,11.7437,252.25,1.34,Marcott et al. 2014
WDC_adjusted,11.7642,251.57,1.59,Marcott et al. 2014
WDC_adjusted,11.785,249.5,0.58,Marcott et al. 2014
WDC_adjusted,11.8068,253.84,1.16,Marcott et al. 2014
WDC_adjusted,11.8287,256.51,5.26,Marcott et al. 2014
WDC_adjusted,11.8503,246.86,2.04,Marcott et al. 2014
WDC_adjusted,11.8731,251.93,1.3,Marcott et al. 2014
WDC_adjusted,11.8951,253.33,1.39,Marcott et al. 2014
WDC_adjusted,11.9181,245.79,1.45,Marcott et al. 2014
WDC_adjusted,11.9398,246.35,0.5,Marcott et al. 2014
WDC_adjusted,11.9632,251.04,0.7,Marcott et al. 2014
WDC_adjusted,11.9848,248.97,2.57,Marcott et al. 2014
WDC_adjusted,12.0072,253.6,1.99,Marcott et al. 2014
WDC_adjusted,12.029,250.96,0.87,Marcott et al. 2014
WDC_adjusted,12.0507,249.08,1.41,Marcott et al. 2014
WDC_adjusted,12.073,249.36,0.85,Marcott et al. 2014
WDC_adjusted,12.0954,248.91,0.73,Marcott et al. 2014
WDC_adjusted,12.1168,247.59,1.23,Marcott et al. 2014
WDC_adjusted,12.139,247.17,1.6,Marcott et al. 2014
WDC_adjusted,12.1601,246.89,1.48,Marcott et al. 2014
WDC_adjusted,12.1842,247.32,1.33,Marcott et al. 2014
WDC_adjusted,12.2046,246.86,0.5,Marcott et al. 2014
WDC_adjusted,12.2269,248.67,1.37,Marcott et al. 2014
WDC_adjusted,12.2494,244.91,0.76,Marcott et al. 2014
WDC_adjusted,12.2701,242.25,1.16,Marcott et al. 2014
WDC_adjusted,12.2926,240.94,1.21,Marcott et al. 2014
WDC_adjusted,12.3146,244.34,1.45,Marcott et al. 2014
WDC_adjusted,12.3362,245.61,0.82,Marcott et al. 2014
WDC_adjusted,12.3583,243.77,0.56,Marcott et al. 2014
WDC_adjusted,12.381,244.12,0.79,Marcott et al. 2014
WDC_adjusted,12.4027,242.36,1.18,Marcott et al. 2014
WDC_adjusted,12.4255,244.68,1.29,Marcott et al. 2014
WDC_adjusted,12.447,247.86,1.72,Marcott et al. 2014
WDC_adjusted,12.4691,242.21,1.21,Marcott et al. 2014
WDC_adjusted,12.4913,244.96,0.5,Marcott et al. 2014
WDC_adjusted,12.5136,246.03,1.18,Marcott et al. 2014
WDC_adjusted,12.5356,244.88,0.5,Marcott et al. 2014
WDC_adjusted,12.5591,241.89,1.68,Marcott et al. 2014
WDC_adjusted,12.5802,240.47,0.96,Marcott et al. 2014
WDC_adjusted,12.6021,242.18,0.96,Marcott et al. 2014
WDC_adjusted,12.6253,239.53,1.07,Marcott et al. 2014
WDC_adjusted,12.6463,245.24,0.5,Marcott et al. 2014
WDC_adjusted,12.6684,237.96,1.12,Marcott et al. 2014
WDC_adjusted,12.6901,239.44,2.09,Marcott et al. 2014
WDC_adjusted,12.712,240.17,1.95,Marcott et al. 2014
WDC_adjusted,12.734,240.09,1.34,Marcott et al. 2014
WDC_adjusted,12.7548,237.29,1.29,Marcott et al. 2014
WDC_adjusted,12.7765,239.18,1.3,Marcott et al. 2014
WDC_adjusted,12.7971,237.38,0.79,Marcott et al. 2014
WDC_adjusted,12.8177,236.73,1.12,Marcott et al. 2014
WDC_adjusted,12.8395,236.12,2.82,Marcott et al. 2014
WDC_adjusted,12.8593,238.65,0.95,Marcott et al. 2014
WDC_adjusted,12.8799,235.09,0.81,Marcott et al. 2014
WDC_adjusted,12.9004,237.36,2.09,Marcott et al. 2014
WDC_adjusted,12.9211,232.62,0.5,Marcott et al. 2014
WDC_adjusted,12.9418,236.8,1.94,Marcott et al. 2014
WDC_adjusted,12.9627,235.85,2.24,Marcott et al. 2014
WDC_adjusted,12.983,239.5,1.16,Marcott et al. 2014
WDC_adjusted,13.0251,232.76,0.5,Marcott et al. 2014
WDC_adjusted,13.0681,234.85,0.96,Marcott et al. 2014
WDC_adjusted,13.1116,237.35,0.69,Marcott et al. 2014
WDC_adjusted,13.1621,238.36,0.5,Marcott et al. 2014
WDC_adjusted,13.199,234.8,0.5,Marcott et al. 2014
WDC_adjusted,13.3103,235.77,1.87,Marcott et al. 2014
WDC_adjusted,13.3767,238.19,1.41,Marcott et al. 2014
WDC_adjusted,13.4209,233.77,0.5,Marcott et al. 2014
WDC_adjusted,13.4865,241.8,0.5,Marcott et al. 2014
WDC_adjusted,13.5282,236.49,0.5,Marcott et al. 2014
WDC_adjusted,13.5932,239.53,1.23,Marcott et al. 2014
WDC_adjusted,13.6371,239.05,2.22,Marcott et al. 2014
WDC_adjusted,13.7053,237.02,0.5,Marcott et al. 2014
WDC_adjusted,13.7502,235.89,0.85,Marcott et al. 2014
WDC_adjusted,13.8206,238.51,0.57,Marcott et al. 2014
WDC_adjusted,13.881,233.86,1.04,Marcott et al. 2014
WDC_adjusted,13.9046,235.81,1.09,Marcott et al. 2014
WDC_adjusted,13.9419,239.21,1.17,Marcott et al. 2014
WDC_adjusted,13.9645,230.82,1.52,Marcott et al. 2014
WDC_adjusted,13.9997,234.34,0.5,Marcott et al. 2014
WDC_adjusted,14.0359,237.18,0.5,Marcott et al. 2014
WDC_adjusted,14.0599,237.3,0.81,Marcott et al. 2014
WDC_adjusted,14.0837,236.3,1.89,Marcott et al. 2014
WDC_adjusted,14.1181,234.54,1.19,Marcott et al. 2014
WDC_adjusted,14.1537,238.15,1.33,Marcott et al. 2014
WDC_adjusted,14.1778,236.98,0.5,Marcott et al. 2014
WDC_adjusted,14.189,233.74,1.1,Marcott et al. 2014
WDC_adjusted,14.2235,240.02,1.09,Marcott et al. 2014
WDC_adjusted,14.2355,236.33,0.5,Marcott et al. 2014
WDC_adjusted,14.2567,238.27,1.05,Marcott et al. 2014
WDC_adjusted,14.2901,240.49,1.42,Marcott et al. 2014
WDC_adjusted,14.3014,240.54,1.76,Marcott et al. 2014
WDC_adjusted,14.3228,238.89,0.5,Marcott et al. 2014
WDC_adjusted,14.3436,236.55,0.77,Marcott et al. 2014
WDC_adjusted,14.3761,240,2.25,Marcott et al. 2014
WDC_adjusted,14.399,239.08,1.27,Marcott et al. 2014
WDC_adjusted,14.4089,241.11,0.81,Marcott et al. 2014
WDC_adjusted,14.4196,233.77,0.56,Marcott et al. 2014
WDC_adjusted,14.4309,239.67,0.5,Marcott et al. 2014
WDC_adjusted,14.4413,237.8,1.46,Marcott et al. 2014
WDC_adjusted,14.4524,237.71,1.74,Marcott et al. 2014
WDC_adjusted,14.4638,235.91,1.14,Marcott et al. 2014
WDC_adjusted,14.4737,233.25,0.61,Marcott et al. 2014
WDC_adjusted,14.4852,235.53,0.85,Marcott et al. 2014
WDC_adjusted,14.4961,235.91,0.76,Marcott et al. 2014
WDC_adjusted,14.508,238.04,1.12,Marcott et al. 2014
WDC_adjusted,14.5242,236.06,0.6,Marcott et al. 2014
WDC_adjusted,14.5301,232.56,0.5,Marcott et al. 2014
WDC_adjusted,14.5405,231.36,0.5,Marcott et al. 2014
WDC_adjusted,14.5518,232.28,1.04,Marcott et al. 2014
WDC_adjusted,14.5624,235.43,0.5,Marcott et al. 2014
WDC_adjusted,14.5744,226.85,0.5,Marcott et al. 2014
WDC_adjusted,14.5856,226.12,0.77,Marcott et al. 2014
WDC_adjusted,14.5968,228.47,1.1,Marcott et al. 2014
WDC_adjusted,14.6086,232.48,1.23,Marcott et al. 2014
WDC_adjusted,14.6205,229.42,1.1,Marcott et al. 2014
WDC_adjusted,14.6372,225.84,0.75,Marcott et al. 2014
WDC_adjusted,14.6427,222.58,0.78,Marcott et al. 2014
WDC_adjusted,14.6534,225.33,1.12,Marcott et al. 2014
WDC_adjusted,14.6658,225.73,0.5,Marcott et al. 2014
WDC_adjusted,14.6769,226.44,1.02,Marcott et al. 2014
WDC_adjusted,14.6895,225.52,0.5,Marcott et al. 2014
WDC_adjusted,14.7005,224.45,0.7,Marcott et al. 2014
WDC_adjusted,14.7134,226.34,0.5,Marcott et al. 2014
WDC_adjusted,14.7236,225.81,0.5,Marcott et al. 2014
WDC_adjusted,14.7358,231.11,1.47,Marcott et al. 2014
WDC_adjusted,14.7476,230.16,0.59,Marcott et al. 2014
WDC_adjusted,14.7595,225.79,1.11,Marcott et al. 2014
WDC_adjusted,14.7714,228.57,1.24,Marcott et al. 2014
WDC_adjusted,14.7833,226.66,0.54,Marcott et al. 2014
WDC_adjusted,14.7949,226.3,0.53,Marcott et al. 2014
WDC_adjusted,14.8075,226.41,0.5,Marcott et al. 2014
WDC_adjusted,14.8321,226.83,1.23,Marcott et al. 2014
WDC_adjusted,14.8569,227.73,2.09,Marcott et al. 2014
WDC_adjusted,14.8674,225.59,1.22,Marcott et al. 2014
WDC_adjusted,14.8915,226.31,1.02,Marcott et al. 2014
WDC_adjusted,14.9153,223.32,0.84,Marcott et al. 2014
WDC_adjusted,14.9535,226.93,0.5,Marcott et al. 2014
WDC_adjusted,14.9768,232.41,0.5,Marcott et al. 2014
WDC_adjusted,15.0132,227.61,0.63,Marcott et al. 2014
WDC_adjusted,15.0368,226.75,0.89,Marcott et al. 2014
WDC_adjusted,15.0606,225.78,1.04,Marcott et al. 2014
WDC_adjusted,15.0982,228.12,0.5,Marcott et al. 2014
WDC_adjusted,15.121,226.21,1.21,Marcott et al. 2014
WDC_adjusted,15.1574,223.71,0.92,Marcott et al. 2014
WDC_adjusted,15.1946,225.58,1.42,Marcott et al. 2014
WDC_adjusted,15.2188,226.86,0.96,Marcott et al. 2014
WDC_adjusted,15.2565,223.33,1.57,Marcott et al. 2014
WDC_adjusted,15.2824,222.68,0.75,Marcott et al. 2014
WDC_adjusted,15.3349,221.21,1.38,Marcott et al. 2014
WDC_adjusted,15.4172,221.47,0.5,Marcott et al. 2014
WDC_adjusted,15.5172,220.7,1.37,Marcott et al. 2014
WDC_adjusted,15.5748,220.1,0.57,Marcott et al. 2014
WDC_adjusted,15.6363,222.8,1.87,Marcott et al. 2014
WDC_adjusted,15.7103,220.3,0.5,Marcott et al. 2014
WDC_adjusted,15.787,221.45,0.65,Marcott et al. 2014
WDC_adjusted,15.8023,221.71,0.64,Marcott et al. 2014
WDC_adjusted,15.8607,221.66,2.06,Marcott et al. 2014
WDC_adjusted,15.864,222.35,0.5,Marcott et al. 2014
WDC_adjusted,15.8791,220.33,0.89,Marcott et al. 2014
WDC_adjusted,15.8956,222.42,1.43,Marcott et al. 2014
WDC_adjusted,15.9461,222.18,0.82,Marcott et al. 2014
WDC_adjusted,15.9784,220.35,1.31,Marcott et al. 2014
WDC_adjusted,16.0137,222.8,1.02,Marcott et al. 2014
WDC_adjusted,16.0303,224.13,0.5,Marcott et al. 2014
WDC_adjusted,16.0489,219.43,1.18,Marcott et al. 2014
WDC_adjusted,16.0697,225.26,1.21,Marcott et al. 2014
WDC_adjusted,16.0848,221.18,0.55,Marcott et al. 2014
WDC_adjusted,16.1025,218.43,1.06,Marcott et al. 2014
