Event,Age [ka BP],CO2 [mmol/mol],CO2 std dev [±],Reference
Mauna_Loa,-0.037958,349.18,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037875,347.96,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037792,346.65,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037708,346.52,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037625,347.84,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037542,349.91,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037458,351.61,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037375,352.14,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037292,351.32,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037208,349.72,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037125,348.7,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.037042,348.38,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036958,347.15,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036875,345.86,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036792,344.47,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036708,345.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036625,346.09,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036542,348.11,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036458,349.9,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036375,350.53,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036292,349.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036208,348.05,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036125,347.13,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.036042,346.54,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035958,345.82,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035875,344.4,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035792,343.08,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035708,343.2,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035625,344.85,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035542,346.65,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035458,348.4,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035375,348.92,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035292,348.2,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035208,347.66,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035125,346.06,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.035042,345.25,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034958,344.54,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034875,343.06,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034792,341.68,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034708,341.34,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034625,343.2,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034542,345.55,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034458,346.98,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034375,347.55,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034292,346.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034208,345.46,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034125,344.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.034042,344.05,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033958,343.07,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033875,341.53,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033792,340.3,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033708,340.17,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033625,342.25,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033542,344.15,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033458,345.52,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033375,345.96,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033292,345.25,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033208,343.59,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033125,342.87,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.033042,341.64,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032958,340.88,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032875,339.48,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032792,338.39,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032708,338.32,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032625,340.11,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032542,342.23,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032458,343.78,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032375,344.67,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032292,343.92,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032208,342.86,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032125,341.69,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.032042,340.92,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031958,339.9,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031875,338.59,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031792,337.12,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031708,336.92,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031625,338.49,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031542,340.68,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031458,342.49,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031375,343.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031292,342.56,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031208,341.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031125,340.51,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.031042,339.36,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030958,338.29,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030875,337.21,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030792,336.05,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030708,336.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030625,337.45,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030542,339.34,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030458,341.26,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030375,341.47,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030292,340.86,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030208,340.04,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030125,338.28,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.030042,337.8,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029958,336.78,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029875,335.26,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029792,334.12,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029708,333.93,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029625,335.56,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029542,337.6,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029458,339.2,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029375,339,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029292,338.94,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029208,338.13,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029125,336.65,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.029042,336.21,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028958,334.83,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028875,333.76,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028792,332.41,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028708,332.33,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028625,334.37,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028542,336.48,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028458,337.98,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028375,338.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028292,337.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028208,336.61,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028125,335.26,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.028042,335.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027958,333.47,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027875,332.35,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027792,331.21,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027708,331.19,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027625,332.53,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027542,334.79,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027458,336.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027375,336.82,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027292,336.03,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027208,334.97,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027125,333.23,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.027042,332.69,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026958,331.65,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026875,330.18,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026792,328.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026708,328.96,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026625,330.64,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026542,332.96,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026458,334.06,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026375,334.78,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026292,334.78,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026208,333.46,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026125,332.75,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.026042,331.66,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025958,330.59,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025875,329.34,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025792,328.35,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025708,328.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025625,329.88,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025542,331.74,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025458,333.4,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025375,333.91,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025292,333.29,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025208,331.85,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025125,331.41,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.025042,330.68,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024958,329.5,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024875,328.34,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024792,327.21,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024708,327.41,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024625,329.17,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024542,330.99,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024458,332.13,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024375,333.2,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024292,332.65,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024208,331.48,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024125,330.71,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.024042,329.35,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023958,328.64,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023875,328.16,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023792,327.18,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023708,327.51,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023625,329.31,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023542,330.87,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023458,332.07,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023375,332.48,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023292,331.5,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023208,330.3,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023125,329.56,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.023042,328.54,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022958,327.55,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022875,326.5,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022792,325.06,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022708,324.93,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022625,326.32,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022542,328.05,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022458,329.09,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022375,330.07,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022292,329.72,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022208,327.75,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022125,327.63,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.022042,326.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021958,326.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021875,324.8,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021792,323.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021708,323.36,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021625,325.46,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021542,327.34,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021458,328.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021375,328.92,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021292,327.78,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021208,327.18,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021125,326.68,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.021042,326.17,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020958,325.13,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020875,323.98,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020792,323.16,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020708,323.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020625,324.69,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020542,326.35,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020458,327.66,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020375,328.07,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020292,328.13,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020208,326.87,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020125,325.99,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.020042,325.03,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019958,324.11,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019875,322.85,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019792,321.78,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019708,322.38,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019625,323.67,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019542,325.88,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019458,326.76,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019375,327.34,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019292,326.66,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019208,325.64,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019125,324.42,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.019042,324,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018958,322.84,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018875,321.31,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018792,320.25,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018708,320.41,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018625,322.03,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018542,324.14,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018458,325.36,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018375,325.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018292,325.02,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018208,323.89,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018125,323.15,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.018042,322.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017958,321.96,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017875,320.72,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017792,319.31,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017708,319.31,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017625,320.92,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017542,322.55,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017458,324.09,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017375,325,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017292,324.42,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017208,323.04,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017125,322.5,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.017042,322.07,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016958,321.08,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016875,319.79,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016792,318.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016708,318.64,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016625,320.37,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016542,322.39,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016458,323.75,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016375,324.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016292,323.87,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016208,322.39,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016125,321.59,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.016042,320.62,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015958,319.42,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015875,318.87,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015792,317.3,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015708,317.81,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015625,318.81,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015542,321.39,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015458,321.87,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015375,322.16,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015292,322.13,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015208,320.89,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015125,320.44,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.015042,319.44,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014958,318.71,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014875,317.79,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014792,316.79,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014708,316.7,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014625,318.7,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014542,320.44,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014458,321.89,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014375,322.25,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014292,321.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014208,320.73,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014125,320.07,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.014042,319.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013958,318.31,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013875,317.12,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013792,315.99,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013708,316.21,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013625,317.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013542,319.74,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013458,321.47,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013375,322.25,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013292,321.39,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013208,319.86,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013125,319.08,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.013042,318.74,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012958,317.69,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012875,316.69,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012792,315.42,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012708,316.26,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012625,317.4,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012542,319.58,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012458,320.55,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012375,321.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012292,320.63,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012208,319.68,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012125,318.56,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.012042,317.94,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011958,317.01,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011875,316.1,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011792,315.38,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011708,314.8,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011625,316.79,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011542,318.57,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011458,319.77,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011375,320.58,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011292,319.48,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011208,318.54,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011125,317.7,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.011042,316.93,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010958,316.19,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010875,315,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010792,313.83,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010708,314.16,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010625,315.91,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010542,318.18,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010458,319.59,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010375,320.03,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010292,319.02,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010208,317.58,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010125,316.97,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.010042,316.43,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009958,315.58,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009875,314.8,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009792,313.26,0.3,Dlugokencky et al. 2016-08-30
Mauna_Loa,-0.009708,313.84,0.3,Dlugokencky et al. 2016-08-30
