"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
252.5,15.4769207075,4.95516444569586,2.78466734673701,3.95431572840068,6.17508797293532,7.41217306038802
257.5,15.5585832225,4.71627605523166,2.54667224039035,3.35830632886194,6.20628614809832,7.29051981806543
262.5,15.63377202,4.34593985654954,2.53676664217292,3.17180201268088,5.82679593633432,7.09347893027416
267.5,15.7125786415,4.06697504453631,2.59691406200077,3.24005101176394,4.89117130219938,6.94854055001496
287.5,16.07824506,4.97417183249626,3.1004578829207,3.55731253026784,6.98776133947991,8.90952617289212
297.5,16.2687147825,5.82982246503337,3.12906260678866,3.6606190208897,8.25742651571131,9.30922356464921
302.5,16.35928232,5.12381059620818,3.00952764889691,3.50664684990763,7.70224107639696,9.17787138502946
307.5,16.43690706,4.52902299444165,2.9088768805765,3.43172397890319,5.78762999672924,8.92697824359145
312.5,16.5149305825,4.20063134918791,2.87527893670303,3.3854021995967,4.69240008659762,8.37397155144523
317.5,16.59098056,4.10161264610835,2.85953256288118,3.39397952161557,4.63069638747876,7.14016772874629
322.5,16.671708225,4.08377282739348,2.88719808265256,3.42638517038759,4.63751830946922,5.48491707367209
322.5,16.671708225,4.08377282739348,2.88719808265256,3.42638517038759,4.63751830946922,5.48491707367209
327.5,16.74820675,4.01774054384338,2.83869969558532,3.38475354683962,4.63075997024197,5.25903510284287
332.5,16.8244488525,3.88894455300976,2.76343224430301,3.25067073410235,4.53489241496002,5.2093343264247
337.5,16.9015025525,3.74305920145647,2.66011856002439,3.11683172735714,4.39586820335492,5.2642109492786
342.5,16.97804954,3.76632920703419,2.60632686502039,3.05276837734743,4.60118468757243,5.58835736736387
347.5,17.05144673925,4.01799848889729,2.62834782793745,3.1000706575525,5.12355138118383,5.7999569884589
352.5,17.124308965,4.27922530717996,2.72032250133468,3.26110335194327,5.28938574147217,5.85955631036878
357.5,17.19646526,4.31538912902664,2.79824389047262,3.38896295650239,5.25672877456197,5.8794954723809
357.5,17.19646526,4.31538912902664,2.79824389047262,3.38896295650239,5.25672877456197,5.8794954723809
362.5,17.275190025,4.24446513873971,2.8816379051187,3.38743921810696,5.21671162710579,5.99716278841214
367.5,17.390886555,4.45623152506892,2.99141463734665,3.48199546350805,5.50572472686264,6.27139295624282
372.5,17.51298804,4.88391659734747,3.18236080211284,3.87204798802072,5.73942983544326,6.37404309302198
377.5,17.635112725,5.06139008851762,3.51873703606393,4.48793921086986,5.6690627431881,6.2849586527717
382.5,17.7615902025,5.08382598124525,3.92125473636159,4.59763033868557,5.58552449178157,6.19529407096338
387.5,17.8911374925,5.06438017876724,3.80082269278862,4.58063177126377,5.58902911820333,6.17169961594457
392.5,18.022448195,4.9958782751891,3.03083979544048,4.40452928958202,5.67521466896989,6.26899547797652
397.5,18.1511190475,4.80248467918233,2.69752463904929,3.75331790142693,5.69370937122619,6.28883695972437
