"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
423,27.20751615,1.29807051888777,-0.769103533057854,0.0877167895464656,2.62355177667182,3.65857991976156
433,27.7191456425,1.22834232475124,-0.507479674666674,0.281530726961838,2.25200910218754,3.37866005551809
443,28.233507025,0.72986965393791,-0.837941150786719,-0.0558710543297125,1.48274112783113,2.53424187650114
455.5,28.8740916425,0.234863956206232,-1.17370075411866,-0.506514662962596,0.964907869304489,1.79265814412359
463,29.2627657025,0.423452948100718,-1.10168550416759,-0.40389229121421,1.29239079037415,2.22578108217601
468,29.52171375,0.808495516283963,-0.886421434925272,-0.132360262146735,1.77892878017967,2.52182349663372
473,29.7745873975,1.23940847305543,-0.550823151843352,0.32723945589013,2.06696008089039,2.71555659764383
483,30.23483045,1.51494965608159,0.137461240493438,0.87910376001045,2.16551935365303,2.77192562323986
493,30.791497545,0.986358366918536,-0.276011823016009,0.364890889680676,1.61692081097653,2.24534270309901
503,31.34566478,0.789191460877127,-0.486474933836029,0.154755374102387,1.40790814570589,2.20216564492075
513,31.898810295,1.15074580122443,-0.50843553477774,0.158456870706568,2.32421014286731,3.39275991407663
523,32.4578672725,1.91083965126233,-0.25530498977625,0.711655239167232,2.97820873133155,3.69269361695214
533,33.00954095,1.93675022905781,-0.0535770810542805,0.895924169801272,2.92280845124597,3.60490376606257
545.5,33.708777375,1.27869742086844,-0.250455477383202,0.452555397329207,2.13637247283712,3.12472273973459
553,34.12984505,1.2474926984342,-0.173716356945702,0.5091993177995,1.98661473769102,2.9075502444473
563,34.685954725,1.79104902878014,0.157248011046837,0.900819731360623,2.72136850132985,3.63844320416957
578,35.50984915,2.11446328391457,-0.257130300319068,0.724601686627567,3.4112971212743,4.27151278055687
583,35.775088325,1.654403937647,-0.417504748506133,0.412405460566727,3.08902029945987,4.15664610460398
593,36.346919355,1.28505847392308,-0.224600497572058,0.510047888207219,2.05072850558051,2.99343125394771
595.5,36.49837237,1.34266427762669,-0.173770759812715,0.5876234644087,2.09297172503166,2.9008604267577
603,36.944611275,1.60862266194499,0.0479194081371191,0.833291105137144,2.36820067825722,3.05733300897266
613,37.5237520475,2.00660249106055,0.44944487775168,1.27023182993933,2.74202084952603,3.47391423232241
623,38.1137453,1.94243579384323,0.137763016503256,1.00467677313549,2.83297311436299,3.56733997733587
633,38.71695266,1.38093420637987,-0.19759458459021,0.460504126659294,2.41594261625649,3.34502370373147
643,39.31887939,1.03727351676756,-0.214744867775307,0.391098872149354,1.67104223636685,2.63198028785855
653,39.906091,1.06216701904079,-0.0926713582749802,0.476816528422834,1.64027566167572,2.26433792149977
665.5,40.62567128,1.35359633483646,0.116679539723637,0.715595344538201,1.98594995569045,2.72838886589043
675.5,41.1100286125,1.63162467158271,0.314562938133207,0.925547064428116,2.34056864434537,3.13404576417898
683,41.458014175,1.80166571615444,0.365038394933999,1.05165880434809,2.56514400325771,3.29002603009417
695.5,42.055008125,1.97132430956145,0.390185183725061,1.18860880352004,2.74801315473374,3.47211611736283
703,42.406093675,1.98914708712707,0.379383370810435,1.19197552316236,2.7732666592637,3.52742963995643
713,42.87186777,2.03819492564326,0.436842524017451,1.26204448163629,2.79795470871037,3.55079228228847
723,43.343061525,2.15810943845091,0.638092928327621,1.42654430530539,2.91180138445348,3.70682027376456
733,43.830308,2.26714810542352,0.784845889963574,1.52205734077283,3.05143640948632,3.87654357300063
743,44.2956357,2.28272326406751,0.84487482158268,1.49315120085501,3.08943758024978,3.96537224139641
753,44.775197975,2.18106592123089,0.735553410633752,1.40708539134377,2.97423035023518,3.82789100531593
765.5,45.369891655,1.95898044199748,0.598634943741159,1.23424174082209,2.68693228346682,3.63592544287503
783,46.2126049575,1.69963961730259,0.387562253650739,1.01991910477376,2.35550389401219,3.16384461911432
790.5,46.5872409125,1.60640351589801,0.283933747424812,0.956631401910704,2.24340376451442,2.9819594989666
793,46.7182527875,1.57368108834865,0.207623106331696,0.923635936007082,2.22086436004282,2.88167232458652
