"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
3,0.3937565,2.3067859399861,1.05740020290209,1.69788930896208,2.92902431560679,3.51068260074683
10.5,0.94253525,2.21189373752268,1.07131512445157,1.6485966844784,2.78595778606024,3.3322736969906
23,2.074779175,2.49504123942392,1.29948255398822,1.9160641595826,3.07553447609071,3.67910278208038
33,3.043972,2.66973592341858,1.47773517882279,2.08490412813428,3.25292788311572,3.85301615198206
43,4.0065575,2.57406110207807,1.39089160617659,1.99838881581762,3.15515134098553,3.74778179803278
55.5,5.2456515,2.85695890024198,1.60998077890495,2.23719198233138,3.48080049446567,4.10643488312236
63,5.957772375,3.22842945431858,2.07050596327938,2.64700703013591,3.81221111774527,4.38505235648525
68,6.351376875,3.38555217290274,2.1254144531524,2.75496689983881,4.00627698258259,4.70105176518213
73,6.8376008,4.03010781924318,2.78367219423236,3.41304084940482,4.63705593566458,5.26465603269741
78,7.4032307,3.69644168879043,1.77910771178119,2.83065473350367,4.52775324873515,5.14220746821112
83,8.01203825,2.902316308961,1.20886970314272,1.95446195480067,3.88035226309692,4.7762740593864
85.5,8.317249875,2.63515084283306,1.14429062894638,1.83234186109495,3.47294230885147,4.39041865914121
88,8.631855425,2.58235610759249,1.10090866089349,1.78972430730481,3.34848034204468,4.17251972911927
95.5,9.522137225,3.7746949391076,2.03268314425977,3.08846492437746,4.48807768012724,5.12267416797887
103,10.12283525,3.70872718501885,2.5338763592899,3.10244154279001,4.30072882551645,4.91568241145273
108,10.5039515,4.01042670384911,2.64715934551217,3.27955028041999,4.74411957428002,5.53458802088105
113,10.890948475,4.44897870708373,2.96887724440089,3.76079476555452,5.12807772201502,5.80337098011666
120.5,11.399540125,4.4376866929041,3.14971648226282,3.80408040916295,5.07266492471596,5.70636919273004
130.5,11.8252021,4.40828500846807,1.57381870286936,3.39677758130615,5.40792734602143,6.14773758053625
135.5,11.992862025,3.65807571400224,0.836274421824346,2.04805895329025,5.10641784214272,5.98849483403373
138,12.074343475,3.22760774389403,0.699438043499246,1.67783237039326,4.78076696210324,5.82124461047192
143,12.24108655,2.46508129458369,0.495262395481154,1.31766977371235,3.8130645693791,5.3222034886779
145.5,12.3235888375,2.20488631683639,0.459416042155902,1.2374043946381,3.23541290725912,4.97632825406645
153,12.5742515,1.85714215106793,0.518621077430958,1.17363279715215,2.49119273395676,3.60339067459434
163,12.876295625,2.23010355573837,0.895307181643949,1.58994357141743,2.88451152844474,3.56736568107765
173,13.295836175,1.81787338768605,0.585408136363714,1.21806336705235,2.42883925240325,3.0317351612469
183,13.73621085,1.79113544487701,0.542393629874135,1.17560890972364,2.40666340968268,3.04904115551196
193,14.1851476825,2.11573025187398,0.848655458005229,1.47889984677695,2.74398101352622,3.34774465206388
203,14.629137025,2.23401186869014,1.03031351533757,1.64061160409288,2.82293267573333,3.40468192080918
213,15.07350755,2.14156709275399,0.914347673441034,1.51472195945727,2.7687737251526,3.36133066575281
223,15.5178093,2.03862868408026,0.493316327372964,1.37975111302676,2.71764403454571,3.41667214740202
233,15.97600505,1.95447125116605,-0.0423915636311938,1.0951536930396,2.81458370295986,3.55355818478106
238,16.202217375,1.91317448899626,-0.179645361579084,0.883113934791788,2.8801776587161,3.6314311396476
243,16.4286221375,1.87991365475202,-0.202628018873422,0.776399544018426,2.94470411258268,3.76109410558102
253,16.86910445,2.080607302323,-0.224748939849582,0.864531100648895,3.21256823122089,4.01155039974585
263,17.31597665,2.15874135977767,-0.399953271950434,0.656160163035806,3.43742705124979,4.18050960098021
268,17.539498775,1.91744316236817,-0.583242543404969,0.331993760995094,3.39763177908889,4.17521677739664
273,17.762567275,1.5221623150784,-0.667871162538409,0.150805838964637,3.19747777263382,4.09151016735153
283,18.2113199,0.948445382946132,-0.542331575961654,0.155634594575398,1.63703138245698,3.49714901321531
293,18.65477905,0.829078479687836,-0.336492025822699,0.231343036382497,1.41708614987473,2.08276113876556
303,19.07799805,0.809359554533705,-0.440582258709934,0.19668980654337,1.42494027649504,2.0557274639732
313,19.656383475,-0.0203774597053967,-1.3291535064074,-0.704240899587971,0.654376824990055,1.3104093386516
323,20.61758675,-0.474542121786521,-1.63099885560535,-1.04313283388452,0.0985302021519034,0.680674317523652
333,21.697557425,-0.16081607004359,-1.36694023152733,-0.760260943647379,0.446240038402273,1.01177622912473
343,22.63309095,0.382564038429471,-0.834253807023585,-0.225862707438842,0.994067792428873,1.60113865052737
353,23.2606606225,-0.386546443407955,-1.94031104140917,-1.14261034884193,0.363274926009045,0.975439894522426
358,23.58118969,-0.613999040024907,-2.05378881863806,-1.33173423204209,0.101355871791087,0.857320957956395
373,24.529464405,0.664337353585713,-0.955361432387577,-0.095327963835752,1.41235035803877,2.04842489649968
383,25.1417047,0.987136765994185,-0.25801827531903,0.374593670610877,1.60341889517091,2.23019813058592
393,25.667357825,0.351343422749759,-0.903614976791245,-0.270665001470822,0.977604637894278,1.60291973035807
408,26.42675921,0.450762482147013,-0.849019408689498,-0.246977630402053,1.06553326246252,2.80745055468399
413,26.686356975,0.716932830949772,-0.862227669571302,-0.198303017431226,1.67361407185369,3.4171153134805
418,26.949200525,1.04425691751082,-0.844982352910088,-0.0903233926622073,2.41952523847292,3.59531612115635
