"depth_cm","Median Age","Q0.025","Q0.16","Q0.84","Q0.975"
192.5,13179.92825,12924.903725125,13052.7024718,13315.6161812,13511.464134
193.5,13199.20605,12970.21494875,13081.6770674,13330.2317804,13526.1650077125
194.5,13218.530775,13013.69782875,13109.388014,13347.615692,13543.144426875
195.5,13239.056175,13046.484917375,13135.6739152,13364.7500064,13559.70541
196.5,13260.461325,13071.15402625,13158.0712214,13385.0750216,13579.47125075
197.5,13291.9258025,13107.96465375,13191.3110652,13415.1353288,13606.5519195
198.5,13334.81975,13137.472938625,13229.876706,13459.455776,13643.5247715
199.5,13374.3529375,13158.50022875,13259.844596,13512.195684,13694.64392375
200.5,13414.38575,13173.83134125,13283.701448,13572.272124,13765.25830875
201.5,13450.67835,13187.41984575,13304.94591,13630.585493,13850.3732725
202.5,13491.8907,13219.89678625,13338.9906944,13681.970886,13915.633622875
203.5,13538.494175,13258.2221495,13383.693466,13729.04286248,13953.80428125
204.5,13585.45535,13287.152596875,13420.2352092,13782.22797,14010.813081875
205.5,13628.5717175,13306.1474060625,13449.799814,13840.296806,14066.67397875
206.5,13671.36514,13323.58164275,13478.337698,13901.093116,14145.29631625
207.5,13716.430225,13358.239738875,13518.469702,13951.905374,14208.612316625
208.5,13765.5285225,13398.245462,13563.1884914,13991.081798,14244.15709
209.5,13812.779275,13428.01183125,13603.671996,14039.3214146,14283.894041875
210.5,13861.8271,13456.81217125,13640.7347388,14090.187488,14339.020446
211.5,13909.0238975,13480.87176925,13672.50067,14149.9526772,14405.289608375
212.5,13952.3478875,13520.63957375,13716.2764884,14195.146959,14451.223216125
213.5,13994.63845,13571.47721025,13769.608514,14231.6035164,14477.99643125
214.5,14041.3825,13607.085383,13819.058075,14274.787138,14505.325265
215.5,14089.1972775,13638.21147125,13860.908616,14321.947192,14549.504735
216.5,14135.617825,13667.973937375,13896.141356,14374.8717356,14602.542976125
217.5,14181.0501225,13724.5970225,13941.349694,14418.33848,14647.57251875
218.5,14224.569795,13787.23769375,14002.14025628,14449.970626,14674.6749195
219.5,14270.9139,13836.623936375,14055.64528,14485.219608,14700.508753
220.5,14318.465075,13876.69534125,14104.318816,14527.4521048,14733.73864875
221.5,14364.9177225,13906.70837375,14145.31254736,14577.0065262,14780.12582125
222.5,14407.13815,13971.59801375,14197.8818022,14617.5875208,14818.480680125
223.5,14447.1125,14067.422939875,14253.735734,14644.638276,14840.00294125
224.5,14489.43019,14148.01617105,14309.395,14677.238978,14866.0284425
225.5,14532.8677,14206.14009625,14361.125822,14714.01147,14903.99786875
226.5,14578.1324375,14252.32020835,14402.9048586,14757.759429,14946.22797525
227.5,14620.564025,14295.66705725,14445.0990952,14798.9036572,14982.940303375
228.5,14661.787475,14338.96128625,14487.93973,14835.503202,15016.2182175
229.5,14701.7608975,14365.9306725,14526.751062,14877.1197282,15058.5794385
230.5,14743.36095,14391.01739105,14560.3375488,14924.650642,15109.96333875
231.5,14783.1575375,14409.1008388275,14590.209532,14975.382427,15174.29787375
232.5,14821.929235,14450.34354,14628.71375,15016.4898912,15223.75828675
233.5,14861.460775,14499.206860125,14675.437846,15049.9404558,15249.972911875
234.5,14900.645,14532.12340225,14716.466752,15084.230756,15286.62626525
235.5,14941.619275,14560.074622875,14752.258936,15127.1356808,15328.6168925
236.5,14981.6744625,14585.36331,14783.208678,15174.109656,15380.40229475
237.5,15018.398225,14633.240625125,14825.312112,15213.13322314,15418.70692475
238.5,15058.434975,14692.3155675,14874.8855092,15242.0839848,15447.23226375
239.5,15098.5930925,14743.3570565,14924.763548,15274.980026,15478.139644125
240.5,15141.4665125,14778.215360375,14966.994049,15309.4711484,15510.01682
241.5,15183.773455,14807.92942175,15005.8838554,15353.8176908,15549.784930125
242.5,15222.1697725,14865.52375125,15051.971152,15388.1700456,15587.12725875
243.5,15256.516525,14954.90291875,15106.1297842,15411.908488,15612.206347625
244.5,15291.6505875,15026.3740725,15157.49839,15437.0369468,15641.36046375
245.5,15328.7618,15087.043684875,15206.360906,15466.314155,15672.31229875
246.5,15366.7811325,15133.612467625,15248.8543212,15503.538434,15710.263690625
247.5,15394.8915125,15159.7045675,15276.7458676,15532.9717,15737.17114
248.5,15411.3415275,15177.73455875,15294.85649288,15549.334886,15754.423024875
249.5,15428.309625,15194.794381,15310.916586,15566.498154,15775.83167
250.5,15445.1431775,15208.936744,15326.3104638,15584.7163608,15796.5875565
251.5,15461.4716975,15221.388811125,15339.6045708,15604.3367618,15811.47316625
252.5,15476.9207075,15236.526791375,15355.38855898,15622.0163244,15830.978982125
253.5,15493.6662875,15253.22435025,15372.5729852,15637.2077116,15842.49201375
254.5,15510.0065625,15269.96764625,15388.8748736,15652.8892818,15858.5300575
255.5,15526.29647,15284.898808,15403.1929202,15669.0211364,15875.37235475
256.5,15542.98511,15298.188065875,15417.68076,15688.0007234,15891.369575
257.5,15558.5832225,15315.3964715,15432.2316688,15704.6680738,15910.242051375
258.5,15573.5056975,15335.1662925,15450.6613016,15718.2033532,15925.1335185
259.5,15588.7717125,15352.235205625,15467.02654,15732.798296,15938.01065875
260.5,15604.0354475,15366.41249375,15481.4586622,15748.4616824,15952.43018
261.5,15619.4583025,15379.862011625,15495.2936028,15765.954216,15966.60339275
262.5,15633.77202,15395.552708,15511.33449096,15782.77408,15982.139631125
263.5,15649.21186,15413.75891055,15529.8966272,15795.470168,15997.0966725
264.5,15664.7026425,15432.6858875,15546.676276,15810.8974958,16016.190621625
265.5,15680.6275225,15448.296716625,15561.3993872,15826.4247298,16031.56129325
266.5,15696.5512975,15460.43693225,15576.635552,15842.700368,16049.667998625
267.5,15712.5786415,15476.82549125,15593.2706356,15858.6443706,16064.3694795
268.5,15728.4154325,15503.004723,15611.4495882,15872.151686,16075.7382825
269.5,15744.7062375,15523.208171875,15628.9477274,15886.484352,16089.74643525
270.5,15760.864335,15539.02708175,15644.457242,15901.09872,16102.572655625
271.5,15776.9933325,15551.600642875,15658.5888366,15916.3012268,16119.12730125
272.5,15794.40893,15568.981427375,15675.2827188,15933.5471462,16137.5054682875
273.5,15813.567385,15590.06845625,15694.9727004,15950.2742592,16156.0490125
274.5,15833.0391375,15607.09000125,15713.1116102,15970.41321,16183.36710875
275.5,15851.955775,15620.88649875,15728.968216,15992.0861746,16203.623270875
276.5,15871.129425,15632.33426225,15742.674774,16014.7763848,16227.023697625
277.5,15889.3659,15649.943539375,15760.3085822,16034.6522918,16245.7532175
278.5,15907.9415425,15672.102419,15779.595088,16052.23215,16263.705704475
279.5,15927.1367475,15687.35795775,15798.278686,16071.678484,16281.60832075
280.5,15946.781625,15697.969526675,15816.4666322,16092.8663502,16301.463375625
281.5,15966.1645375,15710.800009875,15831.688553,16114.98216854,16331.467653625
282.5,15984.78732,15728.840072,15849.4054624,16134.8333066,16348.61528375
283.5,16003.8121775,15749.945422375,15870.3626494,16152.282774,16363.251819625
284.5,16022.715885,15768.34911575,15889.5828468,16170.4973528,16381.781353125
285.5,16042.153845,15783.608484625,15907.23466752,16190.7062174,16400.77502825
286.5,16060.33215,15796.863183125,15923.5660078,16212.9702824,16421.7947825
287.5,16078.24506,15815.06649275,15942.3648012,16232.2231968,16439.535455875
288.5,16097.38695,15835.37684925,15964.233054,16247.0698822,16456.78545625
289.5,16115.6042475,15854.4245465,15984.450244,16263.37192192,16472.51499925
290.5,16134.48485,15875.451764625,16002.5067776,16283.378736,16493.14501825
291.5,16153.55618,15887.878283125,16020.217624,16304.5058208,16516.665201875
292.5,16172.408775,15910.907508875,16039.72995,16322.0131384,16536.404621125
293.5,16190.6818875,15937.067160125,16062.1909486,16339.316288,16550.4204975
294.5,16210.7127625,15957.11806875,16083.8243033,16355.7854728,16565.25305125
295.5,16230.77661,15975.5326665,16103.3423952,16373.5588888,16580.174691875
296.5,16250.3009125,15990.97988,16121.2052204,16394.1406544,16599.157250375
297.5,16268.7147825,16012.96392475,16140.4882716,16413.429968,16616.071272125
298.5,16286.36797,16044.11224625,16164.7797026,16427.6131636,16631.22252275
299.5,16304.44135,16068.1678995,16186.424283,16443.367676,16649.317494
300.5,16323.088955,16091.33413925,16206.616022,16460.953297,16665.247892125
301.5,16341.8066435,16108.93067625,16224.7090724,16479.9484792,16686.22135625
302.5,16359.28232,16126.354601625,16241.9838308,16497.9888972,16701.898053375
303.5,16375.15858,16142.138386,16259.0565748,16512.67488,16716.130617
304.5,16391.096875,16155.770046875,16273.35741,16529.0077002,16730.878402875
305.5,16406.2880125,16169.715836125,16286.1711256,16546.5724454,16745.971955
306.5,16422.08127,16180.738543975,16298.522058,16564.813952,16763.51109275
307.5,16436.90706,16194.9136505,16312.9140914,16581.58996,16781.93616175
308.5,16452.80735,16210.358371125,16329.0335358,16596.413602,16798.611993
309.5,16468.029585,16222.722288375,16343.808499,16611.675882,16819.38072625
310.5,16483.78885,16235.6125134875,16358.2089904,16628.930402,16841.427042625
311.5,16499.9778925,16248.78648,16371.8326472,16647.3916584,16857.923771875
312.5,16514.9305825,16262.758625,16385.842916,16663.0373544,16872.43811825
313.5,16529.88652,16280.159366,16401.9007064,16677.6904504,16889.424560125
314.5,16545.7451725,16293.29526075,16416.2542392,16693.4342656,16903.00195125
315.5,16560.9434685,16307.8048,16430.6841864,16709.4065538,16917.197238125
316.5,16575.9969725,16318.427951875,16444.811792,16727.168802,16935.56743
317.5,16590.98056,16330.9365075,16459.2053804,16744.0337148,16949.95807
318.5,16607.1274,16349.566701875,16475.529852,16757.1377554,16960.39654425
319.5,16623.1781925,16362.947393,16490.9251232,16772.7704046,16974.73990125
320.5,16640.089375,16377.426911325,16505.7919004,16787.9147024,16992.3935025
321.5,16655.915235,16387.433631875,16517.8026182,16806.5921216,17008.804283375
322.5,16671.708225,16404.7716255,16532.5854474,16822.0996906,17021.46576225
323.5,16686.784165,16422.959975125,16549.6551812,16834.3597052,17038.867485125
324.5,16702.67311,16436.93263875,16566.0991424,16848.9187384,17055.468840875
325.5,16717.8641,16450.30917825,16581.0024208,16864.9386708,17071.58301375
326.5,16733.4854,16462.4646675,16594.7297563,16881.43396,17085.822709
327.5,16748.20675,16478.69603,16610.599902,16895.8207394,17100.9678185
328.5,16762.8126625,16500.3324035125,16628.1515958,16909.3588864,17113.296456875
329.5,16778.6162225,16516.665671925,16645.890302,16923.6880146,17126.91010625
330.5,16794.193275,16530.229540625,16661.9431212,16938.924084,17141.26442325
331.5,16809.87551,16546.41343375,16676.3918076,16955.5361432,17155.239302625
332.5,16824.4488525,16563.37658425,16691.9266532,16969.7775044,17172.04602375
333.5,16839.67475,16583.25396075,16711.2874836,16983.76079304,17186.572392375
334.5,16854.206,16602.73302375,16727.2851272,16997.3068922,17202.1094078875
335.5,16869.8550875,16618.065099,16742.3422682,17011.3448956,17216.5980155
336.5,16886.0580925,16630.623367,16757.3868492,17027.2479476,17230.958393375
337.5,16901.5025525,16647.8678975,16773.558552,17041.6664788,17241.614691
338.5,16916.5393725,16669.420061625,16792.4401048,17054.4775668,17254.804189375
339.5,16931.783025,16690.9190425,16810.535872,17067.728682,17267.737747875
340.5,16947.0402125,16706.21172975,16826.524988,17081.8475778,17278.3476725
341.5,16962.64895365,16718.218197375,16841.432859,17097.78274,17297.63416275
342.5,16978.04954,16739.794385625,16857.9243992,17110.7024704,17314.323935
343.5,16990.840325,16764.031494875,16876.254762,17122.8492088,17324.633135625
344.5,17006.2248025,16788.88417725,16894.9757554,17136.1658024,17338.411645
345.5,17021.8576025,16805.982145875,16911.7239248,17149.3442184,17354.7989705
346.5,17036.7350975,16818.703700675,16927.609954,17167.0566688,17366.9802845
347.5,17051.44673925,16835.959533625,16943.656208,17180.6023726,17380.74055
348.5,17065.2003375,16852.39757375,16958.6418432,17193.2120374,17396.7694005
349.5,17079.2324625,16869.59713175,16973.26636,17207.690492,17409.81867475
350.5,17094.6252845,16881.291319375,16985.6077792,17222.3071602,17425.008551125
351.5,17109.7609025,16893.458005875,16998.151222,17238.9561936,17442.459403875
352.5,17124.308965,16906.773555,17011.7407116,17254.0017972,17455.870545375
353.5,17137.996575,16923.817665,17027.5475822,17266.537933,17467.76945375
354.5,17152.9989975,16938.534251875,17041.5679554,17279.4644044,17482.3749025
355.5,17168.2359925,16950.84570825,17054.7713046,17295.81307,17499.630253625
356.5,17182.63482,16960.273303875,17067.6025006,17312.6402282,17520.210827875
357.5,17196.46526,16976.14432225,17081.441058,17326.57867416,17533.72252475
358.5,17210.624045,16992.476533375,17097.71206444,17338.0788884,17546.1432695
359.5,17225.35599,17008.486899125,17113.2225214,17352.7308532,17557.44163
360.5,17241.47086,17021.426042175,17127.3964588,17368.1724866,17571.581625
361.5,17255.8854975,17034.3367043625,17139.59381328,17384.1524988,17590.321515125
362.5,17275.190025,17051.2487445,17158.13063814,17404.188558,17610.47558825
363.5,17299.857425,17073.23295555,17182.702656,17427.4924612,17636.953054125
364.5,17323.875495,17090.803281375,17202.692207,17454.9740882,17659.509641625
365.5,17346.44853,17102.6367325,17221.1402924,17486.872219,17685.016603375
366.5,17367.2024525,17115.538425875,17236.588733878,17519.6836226,17723.373635
367.5,17390.886555,17134.10495125,17256.439476,17547.2049942,17752.760671
368.5,17416.213015,17159.493659875,17280.9741304,17572.30971,17776.161769625
369.5,17440.7418075,17179.9450555,17302.219373,17598.3740414,17804.000012
370.5,17465.52329,17194.8147755,17321.153325,17628.4150562,17835.585607875
371.5,17488.82006,17207.1289455,17339.851292,17660.010938,17873.6908415
372.5,17512.98804,17226.56673825,17361.3268972,17688.5098344,17901.44773125
373.5,17537.39572,17251.841625875,17385.7766548,17713.3197224,17921.855522875
374.5,17560.90265,17271.1977995,17409.4286236,17738.8654878,17944.375573125
375.5,17585.7779125,17288.944697875,17429.90385,17768.061793,17976.250058
376.5,17610.030005,17302.9296819375,17447.34464592,17798.76742004,18007.54525375
377.5,17635.112725,17326.12312125,17469.9941362,17824.752186,18038.94657225
378.5,17661.1426275,17353.841706,17496.3874192,17848.2068104,18061.108595
