"Depth [cm]","Median Age [kyrs]","Mean d18O [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
457.5,22.0635253625,3.67307670032248,3.3117045043751,3.41181708111652,3.92340622347852,4.13692004932367
458,22.103768915,3.66360345044662,3.31057477680568,3.40537218888479,3.9213046024054,4.13977103805651
462.5,22.479610605,3.55742014885368,3.29419572540499,3.38077385946429,3.71720446055231,4.11024321140465
463,22.5197676475,3.54647538463501,3.29186569213052,3.37533517605142,3.68603172982595,4.10759391809248
463,22.5197676475,3.54647538463501,3.29186569213052,3.37533517605142,3.68603172982595,4.10759391809248
467.5,22.8922062625,3.44394583428107,3.24819586800686,3.30691924461159,3.59037421341321,3.7107587264799
468,22.9265615125,3.43205798828644,3.2432591014709,3.30019023059465,3.5818534421639,3.70269460068969
472.5,23.254085855,3.35137691110649,3.19749505756676,3.26249329959436,3.44435963170646,3.60904623344946
473,23.2822579475,3.35303450744461,3.19920909320581,3.26296538250907,3.44835539755284,3.59791917559336
477.5,23.51143875,3.395468619331,3.20316819017394,3.30200535541458,3.48804953517737,3.58324329894659
478,23.53945819,3.39981812537828,3.20470806156264,3.30810631174285,3.49267243320574,3.58306429633121
482.5,23.76866502,3.40492569098743,3.16022621837202,3.31168634685049,3.49882286853467,3.59258592154611
483,23.792601015,3.40403269791616,3.15835954609893,3.31096003914407,3.49849682340923,3.59409454305555
487.5,24.02176054,3.39249886221287,3.1417181103636,3.273971243443,3.50052574855296,3.69776570380096
488,24.04915561675,3.39202519472986,3.13961930194613,3.27015636076641,3.49791672798964,3.72154306234991
492.5,24.2826237425,3.41291504219702,3.15677445784236,3.27353461711145,3.55569225480808,3.83178507760512
493,24.3079427175,3.41753798125389,3.15622901219676,3.2749808633732,3.57159498961806,3.83494526689542
497.5,24.540160425,3.47779403744465,3.19707133067849,3.29550883881016,3.71178326110667,3.86880088386161
502.5,24.79468234,3.53434659097927,3.23658452391741,3.33568921980651,3.74574721142201,3.87826628594577
507.5,25.0548835275,3.54854073845114,3.27363285551564,3.41532925332982,3.72107098050062,3.86901761578526
517.5,25.576002935,3.47884778204721,3.33114672564425,3.39898357737059,3.54433698168448,3.75921274641373
522.5,25.836106275,3.45325355395665,3.32581287085903,3.3842672148589,3.5166518147985,3.6047760243214
523,25.86094784,3.45161732797089,3.32415962161196,3.38396268132232,3.51418019387981,3.59808305955426
527.5,26.09055198,3.44826739843439,3.32275486704827,3.38251683388409,3.51404906457279,3.57843920248175
528,26.1151585375,3.4486633546384,3.32226485489775,3.38219208733025,3.51428757164745,3.57866764754791
532.5,26.35188456,3.45591931947243,3.32778122509231,3.38888292752812,3.52250715548188,3.58110795278513
537.5,26.60327617775,3.44590463853674,3.31141174698403,3.37416338842784,3.51761795287481,3.57663120504953
542.5,26.84879072,3.41409012333461,3.28934486388821,3.34723682171649,3.48233614031586,3.55459403679188
547.5,27.0845552925,3.39130852495092,3.2838008398658,3.33597047033237,3.44564880642243,3.51536003250534
