
          606	      142.217	      2.73879	      3.67058	      28.7483	      63.2118	      8.40632	      54.9819	      67.9418	      27.6516	      15.0667	      64.9648	      39.9497	      27.0711	      13.6592	      38.0459	       55.689	       27.875	      11.3902	      6.66003	      23.5814	      47.0898	      33.9434	      14.4269	      7.99125	      39.7757	      36.5219	      32.4295	       75.456	       72.467	      31.7214	      33.5537	      31.7634	      71.4231	      14.5197	      10.2322	       21.459	      76.8235	      66.2223	      3.18476	      27.0523	      6.16505	      131.261	      42.2329	      1.78599	      7.12849	      31.3963	      79.4658	      7.01561	      31.0953	      23.0581	      26.0228	       24.653	      162.221	      76.5039	      37.7588	      54.1504	      46.4526	       45.157	      18.1714	      49.9753	      7.35801	      12.6984	      44.2115	      61.6752	      22.4982	      13.6419	       12.268	      7.84068	      28.7925	      65.7492	      8.68398	      42.9959	       161.97	      19.5358	      65.3205	       78.337	      63.4813	      51.5014	      13.5589	       95.054	      24.2471	      95.1024	      24.3612	      12.9518	      5.18544	      9.80159	      54.4983	      25.3367	      6.28461	      119.974	      54.2393	      33.2985	      54.3261	       47.087	      16.3849	        16.31	      58.1296	      86.9704	      52.4459	      62.0612	      57.1801	      37.5931	      88.9533	      70.2107	      38.5165	      105.593	      13.0073	      68.9283	      64.2336	      108.712	      24.4046	     0.973511	 2054.181078
       599.72	      154.508	       25.131	      311.052	      235.048	      66.1235	      25.3595	      138.445	      67.6072	      284.298	      32.9549	      45.6573	      151.518	      136.135	      34.4568	      178.402	      29.3909	      114.626	      11.7191	       39.211	      141.064	      51.4318	      96.4498	      38.8013	      284.471	      458.917	      64.6379	      24.1745	      159.142	      86.8228	      193.863	      104.826	      83.1952	      99.5524	      206.997	      340.893	      45.1307	       259.01	      29.9804	      36.6021	      41.5644	      4.19039	      44.8952	      55.9424	       11.386	      11.5259	      21.5653	      45.4857	      22.1115	      21.5073	      12.5127	      2.13738	      72.5074	      14.9063	      10.8612	      63.5422	      27.9244	      64.3073	      16.0014	      3.94579	      6.32381	      12.8175	      28.7567	      35.4561	       3.4461	      16.4635	      2.96107	      3.40665	        3.314	       63.181	      75.8719	       13.706	      28.4763	      32.9662	      4.34945	      1.94017	      2.16108	      2.16565	       39.611	       17.292	      52.9396	      16.7065	      32.2763	      30.5959	      29.4083	      17.6939	      31.9246	      49.0273	      12.9757	      45.4454	      32.0556	      73.0157	      46.4045	      53.5536	      67.9715	      13.8608	       31.534	      19.6258	      13.2928	       89.186	      5.41595	      28.4698	       19.806	      64.3623	      54.3326	      48.4853	      272.983	      29.1091	      67.4017	      61.4792	      135.369	      21.8751	     0.973511	        1407.6
      544.681	      196.802	      84.9043	      81.1647	      42.6814	      468.373	      27.4741	      573.689	      91.7008	      357.258	        86.93	      10.1591	       240.16	      267.329	      155.972	      473.049	      38.2445	      256.031	       32.022	      59.4435	      248.745	      65.5411	       184.45	      16.2313	      317.262	      342.932	      85.0657	      36.3147	        112.1	      42.4727	      101.272	       98.556	      122.042	      62.7424	      94.5454	      286.485	      56.3735	      69.6534	      23.4931	      19.8082	      21.0972	      4.19039	      59.1111	      3.56875	      8.20802	      21.8267	      6.47974	      13.5926	      19.7393	      59.6151	      10.6875	      23.9404	      7.66348	      5.72462	       38.168	       10.149	      40.0188	      17.3221	      13.8793	      25.0971	      14.1232	      8.86829	      3.41603	      13.1856	      1.56068	      17.9364	      9.88852	       13.341	      7.13681	      4.38418	       13.029	      8.24519	      5.75484	      34.2394	      8.35377	      12.9185	      1.07161	      8.40117	      7.82598	      31.9614	       16.341	      9.07268	      12.5237	      30.5595	       1.3358	      12.6254	      17.5725	      6.76384	       24.505	      61.9503	      57.8063	      66.2344	      43.5339	       4.8352	      98.7941	      5.04777	      30.0209	      27.6408	      30.9821	      147.964	      54.9694	      26.7177	      48.7778	       125.02	      41.5269	      82.3707	      399.144	      20.3884	      59.6765	      52.0328	      27.4114	       31.408	     0.973511	       1304.25
      514.746	      168.724	      75.8803	      115.269	      171.666	      444.807	      23.1861	      537.572	      70.0177	      357.258	      43.2893	      39.9097	      401.328	      263.505	      341.522	      559.247	      29.3795	      226.344	      23.2907	      79.7604	      335.465	      24.6337	       65.317	      11.1061	      317.262	      351.145	      145.149	      39.1232	      110.591	      36.9742	      37.0157	      118.877	      39.8898	      55.6906	      80.2182	      164.085	      32.2357	      43.6431	      25.2701	      19.0301	      29.6155	       29.169	      33.7117	      31.8825	       1.9488	      41.8311	      6.42108	      9.51985	      19.7393	      82.8551	      21.4968	      4.69647	      7.66348	      5.61083	      34.4411	       32.846	      4.66615	      42.0119	      14.7609	      16.9913	      23.1633	      17.3607	      9.36243	      4.55633	     0.783692	      30.2067	      17.0293	      16.6879	      3.05451	      15.2623	      41.0118	      4.71144	      6.94571	      29.9611	      5.50985	       14.663	      8.02426	      10.9123	      32.1754	       11.477	       15.559	      22.5523	       12.392	      13.0222	      12.0107	      5.29707	      17.5725	      13.5194	      26.9902	      17.3486	     0.236614	      30.4579	      4.98372	      30.1661	      97.8176	      5.14131	      19.5065	      31.5039	      60.7031	      73.0536	      13.7049	      25.5437	      106.582	      85.4442	      68.0266	      29.7291	      421.383	      33.5619	      3.40021	      126.852	       204.78	       31.408	     0.973511	        1290.1
      309.978	      55.7061	      180.811	      128.835	      11.4055	      414.994	      51.4759	      579.626	      20.8062	      483.557	      29.4034	      156.744	      451.315	       303.82	      270.905	      559.247	      3.71596	      323.608	      20.9974	      111.454	      285.674	      118.802	      41.9576	      19.4995	      320.564	      246.596	      107.181	      16.0823	      135.036	      2.56958	      23.2983	      178.821	      49.5863	      80.1415	      150.651	       20.004	       21.174	       133.46	      15.1736	      5.68925	      28.6778	      16.1213	      12.8959	      15.6298	      13.6511	       49.345	      28.1559	      23.4523	      82.5347	      18.1959	      18.7683	      18.7976	      11.0235	      4.88137	      34.3278	       26.391	      13.1185	      25.0499	      4.55563	      21.8015	      26.6382	      2.16838	      56.1247	      15.8785	      8.74106	      30.4978	       1.5554	      2.60156	      6.15354	      24.2537	      8.15409	      13.0271	      9.03588	      7.51002	      32.1593	      12.1637	      12.7535	      10.9123	      9.28587	      17.9261	      14.6065	      17.1038	      48.9056	      25.1708	      8.20075	      1.43526	      10.7301	      15.8765	      26.8734	     0.920513	      24.8247	      51.2534	      17.5832	       86.716	      12.9235	      19.8132	      30.6392	      122.519	      30.0896	      96.7356	      9.83663	      51.3457	      119.163	      48.7727	      49.2165	      23.2604	      189.768	       31.072	      137.056	      108.788	      110.755	      32.5614	     0.973511	        1291.5
      333.823	     0.906285	      190.572	      95.2573	       42.592	      268.484	      122.367	      690.567	      284.397	      235.315	       186.02	      76.5723	      451.315	      292.059	      120.141	      507.923	      98.0552	      403.583	      138.679	       12.987	       185.73	      119.993	      16.8733	      3.32222	      321.682	      172.594	      131.395	      59.7615	      208.613	      172.339	      33.7403	      83.8813	      37.8059	      9.09616	      147.917	      79.3222	      18.7111	      81.4423	      9.44105	      15.7042	      21.7224	      33.9516	      12.8959	      70.2053	      12.4169	      31.6995	      13.9862	      27.6911	      19.6879	      20.9444	      14.2263	      1.35552	      8.39508	      8.93216	      29.4367	      28.0168	      28.9563	      19.7788	      42.2247	      6.23073	      6.01119	      18.2954	      64.6563	      16.6814	       25.589	       50.347	      5.33199	      13.8173	      4.14941	      13.7485	      9.06529	      3.86609	      8.19424	      3.20846	      16.8772	       9.9371	      2.15242	      8.76161	      26.6278	      5.73326	      15.1614	      5.91197	      13.8406	      25.6277	      19.6819	      4.16203	      2.47278	      15.8765	      27.9656	      6.19692	       10.157	      17.6891	      38.8977	      5.97931	      3.59876	      47.7733	      25.3302	      70.7705	      16.6897	      33.5291	      14.9513	      119.104	      118.772	      26.7697	      72.2764	      7.15826	      104.027	       10.038	      218.606	      99.1219	      249.019	      36.5032	     0.973511	       1276.36
      382.959	      58.8258	      146.126	      217.887	      65.5066	      313.633	      53.0174	      787.394	      260.389	      254.138	      133.959	      62.1622	      440.043	      250.586	      171.562	       346.98	      13.5973	      403.583	      511.674	      57.6626	       161.31	      173.482	      19.0595	      33.8477	      321.682	      17.2626	       212.36	      12.7182	      265.362	      104.156	       60.404	      57.7305	      56.4028	        14.69	      60.6278	      56.9426	      20.8825	      75.9115	      55.3594	      20.7185	      5.05306	      20.6447	      43.0982	      13.1212	      5.81506	      25.8477	      13.7916	      2.11183	      22.2977	      38.5231	      17.1727	     0.755793	      19.3874	     0.985336	      24.4449	      24.5146	      16.7114	      2.81224	      13.3287	      17.7347	      10.0917	      37.7885	      12.2745	      13.4808	      48.6043	      17.6926	      6.71493	      6.45434	      6.70436	      16.8817	      23.2317	      5.24028	      4.22364	      20.0672	      13.1544	      4.92556	         6.45	      8.83714	       27.448	      6.54743	      25.0646	       2.3715	      49.3252	      27.6723	      18.8189	      1.85953	      2.47278	      56.3596	      44.0944	      19.4514	      18.5825	      17.6891	      23.5301	      6.71947	      21.0044	      35.2477	      17.8932	      10.3591	      68.2604	      20.3311	      7.10941	      166.419	      171.525	      73.2652	      138.575	      12.0629	      62.7378	      7.62848	      188.318	      39.4325	      150.495	      36.7326	     0.973511	       1276.63
      267.105	      83.8409	      51.9793	      106.474	      100.683	      374.693	      77.0125	      1075.79	      300.839	      268.852	      164.777	      63.4714	      263.972	      246.803	      245.336	      391.532	      26.5041	      403.583	      526.401	      82.8981	      170.221	      287.545	       21.868	      14.3612	      198.164	      37.1671	      212.511	      145.106	      89.4179	      95.9019	      18.8323	      17.3648	      10.4032	      18.8777	      53.3082	      49.6684	       14.288	      35.1054	      60.2872	      19.2108	      41.7562	      32.0103	      26.2186	      36.4498	      6.67566	      33.0657	       7.2456	      2.10141	      15.7092	      79.5676	        32.37	      25.7924	      37.8233	      25.5549	      4.61844	      8.23869	      28.9998	      18.2411	      16.3746	      20.2482	       22.666	      30.1742	      20.0055	      5.45752	      43.5782	       7.6976	      3.08363	      14.9405	      5.17073	      2.96723	      16.1099	      21.3892	      11.4641	      25.5119	      10.0424	      7.81348	       8.6573	      28.5635	      34.5044	      3.09327	      31.4327	      12.4884	      45.6369	      26.3987	      14.4031	      7.31338	      14.1303	      9.99702	      23.4666	      5.52779	      39.1795	      17.6891	      7.51786	      5.46166	      11.1948	      105.602	      32.3989	      53.6559	      25.6164	       39.538	      8.32236	      80.5163	      74.2249	      67.3439	      8.67261	      20.5888	       74.082	      16.3749	      224.039	      65.8229	      157.598	      38.4757	     0.973511	       1270.37
      280.606	      110.659	      108.909	      112.017	      117.508	      159.588	      81.8132	      1075.79	      111.032	      213.143	      143.331	      211.573	      246.932	      270.746	      243.849	      379.361	      35.8356	      357.956	      506.014	      120.358	      201.987	      239.704	      21.7796	      9.64621	      247.682	      44.7754	        246.5	      133.506	      78.7821	      123.981	      11.2271	      10.6824	      28.2876	       25.498	      37.5947	      89.7361	      9.99322	      27.6545	      66.1438	       20.606	      27.3901	      26.8872	      37.4182	      18.3753	      25.1336	      35.3613	      34.4612	      9.42613	      10.3716	      44.9593	      7.19746	      13.8639	      19.4278	      37.2154	     0.542335	      7.28244	       22.294	      7.35542	      10.8598	      19.6278	      6.33064	      22.3714	      22.1936	       24.822	      44.1571	      17.7412	      13.6026	      8.53294	      7.95781	       12.946	      21.8932	      27.5678	     0.492105	       25.814	      24.9035	      3.71234	      7.02334	      40.4407	      54.4182	      12.5289	      15.7957	      17.2738	      28.3291	      7.12812	      22.1438	      9.38741	      8.97774	      5.42916	      10.4464	      78.7515	      52.7871	      17.6891	      14.1057	      22.6745	      34.8117	      49.6611	      32.8562	      56.1814	      15.3086	      15.2662	      27.4354	      41.4451	      65.0423	      55.8919	       28.933	      74.1554	      25.5508	       26.301	      144.695	      147.911	      211.222	      38.4757	     0.973511	       1271.16
      214.993	      23.3029	      38.9037	      110.588	      86.0774	      112.375	      20.1325	      1162.24	       96.658	      203.583	      88.4458	      152.533	      145.496	      288.586	      403.278	      525.781	      63.2539	      399.343	      499.438	      145.756	      375.598	      84.3345	      53.0207	      79.5301	      250.754	      18.7214	      107.103	       100.41	      61.0747	      79.4873	      19.4303	      1.79159	      35.2222	       28.189	      30.7178	      57.4469	      73.2882	      14.1131	      24.8914	      28.5525	      22.1957	      19.0705	      65.8356	      26.8111	      11.6612	      21.2438	      73.1305	      5.75591	      10.6381	      34.3797	      9.80158	      13.2258	      23.8356	      27.2784	      6.86465	      13.9524	      53.7737	      32.2286	      28.8546	      21.3525	      3.38873	      23.2939	      10.8737	      29.1541	      11.7372	      2.77954	      4.08923	        18.81	      9.56383	      5.00084	      13.1295	      26.8334	      5.13254	      38.3561	       8.1196	      23.4926	      8.46671	      13.9924	      34.6487	      7.67705	      8.48018	      17.3906	      52.8986	      22.2765	       4.8937	      18.8802	      31.8616	       14.249	      4.88792	      41.4543	      16.8522	      17.6891	      26.4014	      2.47407	      16.0695	      54.9294	      21.9319	      68.4107	      62.2107	      57.9921	      30.4578	      69.0425	      61.6859	      63.2225	      33.1498	      31.3711	      20.8742	      38.4176	      160.282	      145.648	      184.379	      38.4757	     0.973511	       1262.12
