"depth_cm","Median Age","Q0.025","Q0.16","Q0.84","Q0.975"
91.5,9858.42205,8884.83411625,9373.75422,10284.780724,10612.22712
92.5,9950.790025,9003.847699,9474.679204,10361.595698,10678.90972825
93.5,10041.435975,9158.98214375,9602.410592,10422.274068,10716.0452825
94.5,10134.441125,9267.0637025,9722.07066,10484.46296,10760.80841125
95.5,10237.151575,9348.8527675,9826.6938824,10558.50858,10808.37902625
96.5,10342.8786,9423.34995,9902.141684,10644.955052,10880.6734925
97.5,10432.991975,9588.06185375,10022.87648,10713.44312008,10937.76910875
98.5,10512.849775,9840.46011875,10188.722428,10751.0674576,10974.3899535
99.5,10589.373825,10095.4940975,10348.11663,10796.806284,11006.76352
100.5,10672.1935,10324.78331625,10497.040188,10849.37941836,11054.2813475
101.5,10758.968575,10498.43006125,10626.918838,10918.007172,11118.180325
102.5,10825.135825,10575.47633875,10698.998508,10980.22784,11180.98771
103.5,10860.90989,10607.89865625,10731.6927084,11016.091141,11215.70560375
104.5,10896.923925,10631.638419375,10760.83562,11060.451496,11265.1980555
105.5,10930.8886,10647.56025975,10783.518228,11107.5431276,11323.50825375
106.5,10962.1827,10661.903775,10804.333242,11159.154858,11394.733875
107.5,10993.84435,10686.021205,10830.14312,11199.240992,11448.29445425
108.5,11027.440775,10713.2903975,10860.406522,11228.67,11481.12872625
109.5,11060.5655,10737.13897625,10889.299458,11260.738624,11514.18284275
110.5,11092.798425,10757.110715,10913.67768,11300.1964336,11554.0048275
111.5,11121.71235,10774.92291625,10935.601944,11339.393734,11600.0002725
112.5,11153.5463975,10802.928810325,10964.200472,11375.7888038,11639.01231075
113.5,11184.717925,10831.45814375,10997.135672,11404.6685924,11663.665737625
114.5,11217.92695,10855.16742125,11028.597144,11436.187907,11688.164525
115.5,11251.53117,10875.788448875,11055.2874608,11473.966858,11717.72059475
116.5,11284.439275,10894.135277375,11078.580658,11512.897234,11759.83627375
117.5,11315.3404545,10919.2902585,11105.944386,11546.928925,11795.28865125
118.5,11345.60755,10955.65307875,11138.04175,11571.2001162,11817.303240325
119.5,11378.06648,10983.33581125,11168.388266,11601.4613592,11842.86969125
120.5,11408.49465,11005.48686625,11197.0551014,11634.054408,11874.13031125
121.5,11438.849625,11025.20208525,11220.8325656,11668.8370736,11910.6182175
122.5,11470.617775,11055.60412125,11251.854646,11700.678284,11945.076961875
123.5,11502.1153,11094.29532875,11289.9652822,11723.514875,11970.2502775
124.5,11535.330475,11128.01530125,11325.472294,11750.412614,11994.028535
125.5,11568.682875,11154.00991125,11355.515124,11782.377278,12024.86507125
126.5,11601.80575,11175.040982125,11384.606422,11817.814226,12057.34525175
127.5,11632.65815,11209.202786,11416.9601468,11846.8879526,12083.23916625
128.5,11662.03345,11256.42812,11454.588344,11868.475506,12102.7756675
129.5,11693.8729,11292.00197125,11488.197072,11894.794372,12137.0000835
130.5,11725.5305,11323.23226125,11523.809082,11923.5348194,12163.9937525
131.5,11758.1823975,11347.55174625,11554.640496,11956.17993,12200.730415
132.5,11787.4971675,11388.04293375,11587.10701,11982.496366,12232.231486375
133.5,11817.114925,11438.1557075,11626.7250386,12004.654169,12252.22173375
134.5,11847.1737,11480.3813125,11665.893978,12028.6316,12275.450413125
135.5,11877.69176,11509.39753375,11700.293112,12055.6037554,12297.483655
136.5,11909.577025,11535.8630065,11733.7721,12086.045476,12323.538068875
137.5,11938.894975,11585.9740275,11769.363062,12113.8514872,12352.912455
138.5,11967.03636,11655.292367375,11811.27421,12135.296136,12372.01511325
139.5,11995.2819625,11714.13643375,11851.5198062,12157.510378,12401.761823
140.5,12023.965055,11763.178724875,11889.2655308,12184.288791,12426.93203625
141.5,12054.7916575,11795.851118625,11921.7695764,12213.45863,12454.8670985
142.5,12081.682785,11824.220347125,11949.617418,12241.210718,12485.277113125
143.5,12103.8740325,11844.71947625,11971.420074,12262.5403906,12500.86420125
144.5,12126.8728625,11862.07905,11990.591978,12285.907918,12521.850071875
145.5,12150.972695,11877.207155625,12008.3633136,12311.210074,12547.695795
146.5,12172.940975,11889.62467345,12022.905469,12340.552486,12579.623174375
147.5,12193.310475,11909.30072775,12042.975555,12365.482476,12605.85278125
148.5,12214.82815,11932.4165975,12066.319476,12386.2910364,12625.92622375
149.5,12236.514445,11951.636260375,12085.95354,12408.1617212,12651.2126075
150.5,12257.10472,11968.90157625,12105.222352,12434.22509,12676.184895125
151.5,12276.9572145,11980.804585,12122.923446,12459.256612,12705.6858225
152.5,12297.577135,12000.49678375,12143.2193168,12483.324686,12730.74011925
153.5,12319.702625,12027.48882125,12167.149026,12503.5326776,12747.96133125
154.5,12343.381625,12044.2025975,12189.43305,12528.417548,12767.51116875
155.5,12366.215155,12061.095788875,12208.6369004,12555.3254062,12795.7370225
156.5,12389.493,12073.62852125,12226.1045072,12581.57562,12824.80874875
157.5,12411.8779,12094.17244375,12245.719672,12604.964638,12847.6949245
158.5,12433.30598,12114.97164875,12268.032241,12624.865968,12864.0009875
159.5,12456.4416975,12135.06396875,12288.682011,12646.482675,12886.58220375
160.5,12479.659165,12149.73436825,12308.0266516,12668.26431,12907.91799125
161.5,12502.50885,12163.2522525,12325.8889736,12693.448074,12930.1436325
162.5,12523.9988,12185.07217125,12345.6926676,12713.909214,12950.419908625
163.5,12545.081347,12205.95088375,12369.507776,12733.0270514,12970.014372
164.5,12567.7827125,12228.057758125,12391.984103,12754.5159798,12986.76879575
165.5,12589.207125,12247.61274775,12412.566968,12775.862628,13007.90829625
166.5,12609.738375,12260.8262325,12431.323916,12799.4045416,13025.903586875
167.5,12632.49195,12282.99842125,12453.2301244,12820.9668718,13047.452739125
168.5,12654.71348,12310.57010375,12478.9432172,12842.454234,13066.75189625
169.5,12677.50835,12336.7256875,12501.146942,12864.87597,13086.73392575
170.5,12699.7820125,12354.919710375,12522.484972,12886.7648484,13112.83733625
171.5,12723.0181725,12372.10602725,12542.965482,12912.6192226,13134.035505
172.5,12745.9025,12396.175941875,12564.471482,12933.87912,13154.393827625
173.5,12766.17495,12424.420633625,12589.245432,12951.878064,13175.41436875
174.5,12788.5156375,12449.28338325,12612.664678,12972.088856,13192.63555375
175.5,12810.18365,12469.348380875,12636.140008,12992.5578468,13215.586827
176.5,12832.22503,12486.24326,12657.0575504,13016.6878836,13241.004351625
177.5,12853.8964975,12507.82953875,12678.5731808,13037.2775214,13264.30172925
178.5,12877.006955,12535.85132,12703.003603,13053.0862996,13279.370355
179.5,12898.7938525,12560.814655,12728.198198,13072.685434,13296.1083325
180.5,12920.398,12580.35693625,12750.177194,13092.5140558,13313.27637925
181.5,12941.571825,12600.1740175,12771.050314,13114.515174,13332.27596325
182.5,12962.6420525,12627.12550275,12794.365674,13136.34958,13354.93304825
183.5,12984.1614575,12661.0501565,12822.446786,13151.6549404,13372.1594225
184.5,13006.558625,12693.13315175,12850.332572,13168.889858,13390.851125
185.5,13028.500535,12719.38908125,12874.8397028,13187.41035868,13409.445594625
186.5,13051.250885,12738.18499275,12897.483288,13210.255428,13437.806895875
187.5,13072.888885,12769.9504125,12922.6506098,13230.0439758,13454.3373225
188.5,13093.2226,12803.1877895,12952.2113356,13246.2926284,13471.45170445
189.5,13113.790245,12837.452223875,12978.394014,13264.0955852,13487.34111875
190.5,13136.0247,12861.5843665,13003.89047,13283.0401208,13510.4548425
191.5,13158.915045,12878.6083605,13027.2028436,13302.2754908,13532.857235875
192.5,13179.3429925,12916.93304375,13052.0184128,13321.0763586,13551.162591375
193.5,13197.697425,12966.21599375,13081.166044,13336.4280326,13563.457874375
194.5,13218.0591125,13009.65984875,13109.8617808,13353.7499144,13582.386965125
195.5,13238.832315,13046.91220725,13135.0810978,13372.190554,13600.639067
196.5,13260.741785,13072.343335375,13158.6041768,13390.9402572,13619.13920325
197.5,13293.553105,13107.740168375,13193.04287,13422.8712506,13643.73309225
198.5,13338.370675,13138.923333375,13231.7121442,13469.018012,13674.65391625
199.5,13382.8818,13160.4886544375,13261.9113848,13526.31563,13723.7591725
200.5,13422.982735,13179.199487625,13286.9728438,13587.590552,13790.092564625
201.5,13461.8028925,13193.6263,13309.0979414,13650.2976744,13879.72330875
202.5,13501.6945,13223.353019,13343.327294,13704.0920992,13940.92359975
203.5,13547.8178,13256.917743625,13386.6631074,13746.622114,13977.731980875
204.5,13593.795975,13279.99767875,13423.608502,13794.530582,14019.07653225
205.5,13637.617405,13304.0136955,13452.929458,13848.0486504,14080.14389875
206.5,13680.145005,13322.6952125,13481.103384,13907.399558,14146.933254375
207.5,13723.4414,13355.9097395,13519.2570648,13956.7067128,14201.044205
208.5,13769.4699325,13404.11193725,13568.063262,13996.1945358,14231.41457325
209.5,13817.084575,13438.916089,13610.453374,14041.890556,14272.9781545
210.5,13864.29015,13464.724025,13648.5316212,14091.15734,14317.729037375
211.5,13908.4451775,13487.57029,13680.3386886,14148.0037468,14375.32308875
212.5,13952.8699,13529.06061425,13724.007984,14193.0356954,14428.4511725
213.5,13998.95864,13585.12646875,13778.0360944,14230.1094848,14459.1292733375
214.5,14046.398325,13628.564358375,13826.3617258,14271.7322876,14499.687539125
215.5,14093.8384,13663.36063125,13870.2129712,14318.625326,14541.585388625
216.5,14142.869823,13684.835047375,13908.8269094,14374.1175348,14596.86397375
217.5,14188.0778,13733.54439125,13954.117766,14417.241302,14642.34347625
218.5,14232.28379,13802.95141,14008.855082,14449.3238712,14666.37947825
219.5,14277.236225,13851.02300125,14059.14612,14486.082866,14701.51832875
220.5,14322.5791,13892.04513625,14106.1091044,14528.230828,14742.368253875
221.5,14367.4596125,13925.30574375,14148.283128,14575.634958,14789.5984155
222.5,14408.3575625,13990.08074625,14196.9687342,14616.2476038,14828.226267875
223.5,14448.835075,14076.35444425,14255.661906,14646.485638,14851.9767935
224.5,14490.568025,14148.20330375,14309.384054,14680.3263616,14881.23541125
225.5,14533.2532925,14208.9867975,14361.4758,14716.979225,14920.07641875
226.5,14579.33655,14254.664516125,14404.555316,14760.736778,14964.449675
227.5,14623.6369775,14299.3277075,14448.3489894,14801.692334,15004.233704125
228.5,14664.7291,14341.313394,14491.66984,14840.1444278,15041.458697
229.5,14708.190725,14371.226105,14530.012788,14883.790337,15088.859601875
230.5,14748.3025175,14399.941970125,14564.095458,14932.5371632,15143.013049425
231.5,14787.9486475,14421.034367125,14594.8151988,14985.1745388,15211.83902
232.5,14826.19325,14460.01196125,14633.187804,15029.69885,15260.52198125
233.5,14864.1361525,14510.6263175,14679.184004,15063.394738,15292.688115625
234.5,14906.0536175,14548.61248,14720.69585984,15097.980094,15323.22276
235.5,14946.727975,14578.01060375,14756.211491,15137.2612616,15362.5812375
236.5,14988.662825,14600.722838125,14788.804494,15183.753072,15409.2657577375
237.5,15027.9252025,14647.576428625,14831.5368064,15222.502248,15448.504688125
238.5,15065.137675,14705.494216875,14883.0917924,15249.0595938,15477.65753375
239.5,15104.638875,14749.99719875,14932.5713468,15280.6729734,15506.283172625
240.5,15148.051275,14783.12148875,14974.992029,15316.6461892,15545.344639375
241.5,15191.21505,14809.3658525,15011.1261036,15357.789866,15588.254696
242.5,15227.9990125,14870.8421355,15056.0938596,15390.1523908,15622.65903725
243.5,15261.4496,14956.99020875,15110.0346444,15414.060256,15642.88763625
244.5,15297.495,15034.996355,15164.79703488,15441.392388,15670.298653125
245.5,15334.46135,15093.235225,15211.0038814,15472.6974634,15702.17335875
246.5,15373.1122725,15139.577262,15254.125664,15511.3059908,15733.895323875
247.5,15401.478085,15166.5975068,15282.5469122,15541.382984,15766.25900375
248.5,15417.741075,15185.41768125,15299.8149112,15556.65791268,15785.7951525
249.5,15434.605225,15203.302599425,15315.888007,15573.3212654,15802.17698175
250.5,15450.7279175,15217.557797875,15330.725602,15591.572918,15821.7112275
251.5,15467.1144625,15229.3500814125,15343.792817,15612.741712,15844.12205125
252.5,15482.91664925,15244.665024825,15359.8412704,15630.4565318,15864.761071625
253.5,15499.2325325,15263.499678625,15376.22712,15645.0263236,15877.648181875
254.5,15515.949075,15278.784671375,15392.263468,15659.2865308,15895.13990875
255.5,15532.3004775,15291.56474,15408.1516056,15675.80682004,15910.621433
256.5,15547.20525,15304.54007425,15421.18607232,15692.9681478,15929.550883625
257.5,15562.98236,15320.987649875,15436.215214,15710.5785248,15946.334702875
258.5,15578.470575,15340.116386975,15455.0272308,15724.9328108,15963.467829875
259.5,15593.741905,15357.200294125,15470.1128582,15739.7435792,15981.20580425
260.5,15609.8854175,15371.598205,15485.7563348,15756.5973472,15997.672846625
261.5,15625.9713875,15382.283004125,15500.515964,15774.255335,16018.434680875
262.5,15641.2588375,15399.370223125,15516.7633772,15790.3439988,16033.32994075
263.5,15656.32679,15422.1961325,15533.4831592,15803.1748112,16046.8991075
264.5,15671.3541375,15439.43622975,15549.6157924,15818.358814,16057.340271875
265.5,15686.37085,15456.6203245,15565.5702022,15833.5393248,16068.70992225
266.5,15702.5591525,15469.8491150625,15580.424928,15850.9298096,16083.77655025
267.5,15717.691545,15489.063249125,15597.2139656,15865.5750298,16098.857830325
268.5,15731.98570275,15510.05578,15616.5766952,15879.682196,16114.747081625
269.5,15747.2825,15528.763193125,15634.1924752,15893.4898534,16131.08385
270.5,15763.32597,15545.0545332375,15650.4501296,15908.924016,16148.454244625
271.5,15779.76453,15558.372183375,15665.6736962,15925.2857402,16165.877430625
272.5,15797.298025,15578.023846,15683.0992386,15942.579434,16183.37833675
273.5,15816.29393,15598.283357375,15702.142632,15959.6611608,16198.765139875
274.5,15833.806105,15612.2848479375,15719.487284,15979.898304,16215.152585625
275.5,15853.20612,15627.4831525,15734.2407074,16000.7761394,16238.2632275
276.5,15870.525625,15637.0571529125,15747.5546072,16024.01849,16263.02189625
277.5,15889.2322325,15654.654666125,15763.76676,16044.1946708,16284.151497
278.5,15908.45071,15676.518793,15784.816164,16061.9463522,16296.8403670125
279.5,15927.216225,15693.866188125,15803.803956,16079.5281204,16314.536252
280.5,15946.8954525,15711.19383225,15820.64479,16101.2786,16338.073195
281.5,15964.955045,15721.2493663875,15836.9735788,16123.1778728,16360.210513
282.5,15984.5718125,15738.666963875,15855.7005498,16142.3801504,16382.5008545
283.5,16004.3885375,15760.907242375,15876.487912,16158.8186108,16399.143642125
284.5,16024.5964875,15777.683905,15895.1311522,16176.6523574,16416.311873375
285.5,16044.6195,15794.18677875,15912.5452814,16197.8800052,16440.487860125
286.5,16064.775475,15807.9357245,15928.682254,16219.6867104,16455.0501605
287.5,16083.83297,15825.7856025,15947.210072,16238.818308,16472.99596875
288.5,16102.2733875,15847.49222,15968.5080642,16253.882146,16488.662635875
289.5,16121.33927,15868.49747825,15987.704915,16272.9493806,16504.883846125
290.5,16140.204215,15884.063236875,16005.241452,16290.987994,16528.35423725
291.5,16159.847595,15899.744301625,16020.5238914,16312.4991442,16554.09790975
292.5,16177.994275,15918.173165,16039.5222546,16331.545356,16573.49409375
293.5,16195.55092,15943.45623425,16062.6121784,16347.5002844,16584.921359875
294.5,16213.3250775,15964.771841125,16083.30976064,16363.475726,16600.485236375
295.5,16232.21397,15983.509369625,16102.784166,16381.3541532,16615.6505942125
296.5,16251.8296,15997.80739175,16119.148932,16401.562268,16635.129966375
297.5,16269.50795,16024.06813075,16140.990322,16418.546168,16650.900065
298.5,16286.67502,16054.755726,16164.157093,16432.92180924,16666.299843875
299.5,16304.8776875,16076.367521,16187.2656916,16449.6600368,16686.85729975
300.5,16323.16821,16098.25712125,16208.706996,16468.8018604,16700.757113625
301.5,16342.731825,16116.581256125,16228.5956588,16488.10662,16719.125955
302.5,16361.0160825,16133.962390125,16246.0557794,16505.0666032,16738.13096925
303.5,16377.0794475,16149.776136625,16261.5182744,16520.20549218,16752.141949
304.5,16393.4440975,16164.530812875,16275.3472332,16537.28059768,16770.412325
305.5,16408.84904,16176.90088525,16288.604483,16555.2225428,16787.5135015
306.5,16424.873975,16191.48457275,16301.9029858,16573.32974,16807.96747625
307.5,16440.63449,16205.293654875,16316.070624,16590.1413632,16827.553452625
308.5,16456.24964,16220.409566625,16331.0790866,16604.08511,16839.045675375
309.5,16472.308725,16234.253439375,16346.41904948,16620.143223,16854.241323
310.5,16487.815655,16245.150105625,16360.3745164,16636.8944956,16871.124678875
311.5,16504.0070475,16253.6731585712,16373.1205762,16656.4686132,16889.88718375
312.5,16519.397921,16267.639649375,16386.77062536,16672.118082,16904.0960825
313.5,16534.553105,16286.44921575,16403.0075468,16685.4215304,16914.3530427
314.5,16549.566925,16303.198678,16419.0862404,16699.37347,16929.419245
315.5,16564.72926,16315.714214625,16432.5003256,16715.4554796,16944.274838
316.5,16579.659185,16326.047513625,16445.1068084,16732.395399,16961.64927825
317.5,16594.674675,16340.06422775,16460.2171102,16747.6125672,16975.659466625
318.5,16609.177715,16357.555639125,16477.2098672,16761.204586,16992.021691125
319.5,16624.5273,16371.226536625,16493.1152546,16776.0290568,17010.403387875
320.5,16641.4131925,16384.9994085,16507.1796268,16793.8568356,17027.93516
321.5,16657.4825,16396.176268875,16520.2909604,16810.10334544,17045.596780125
322.5,16672.28272,16412.242900625,16535.7820288,16825.27289092,17060.665011375
323.5,16688.4730425,16432.25765625,16551.8233414,16840.0666044,17081.033383375
324.5,16704.4063375,16447.94820625,16567.861967,16854.54822,17098.197298
325.5,16719.7490275,16460.665847,16583.78263402,16870.4039648,17117.67729275
326.5,16735.647357,16472.7972025,16598.626112,16887.855259,17135.22107225
327.5,16750.108475,16489.689310375,16615.02455454,16902.4621356,17150.601626125
328.5,16765.059075,16511.1583883,16632.50878826,16914.7350836,17163.894514875
329.5,16780.180685,16527.299159,16649.3044236,16928.9222974,17174.97864975
330.5,16795.812305,16540.15196375,16664.9283216,16943.2613764,17189.9709222125
331.5,16811.383725,16554.110779,16680.0734488,16959.920061,17207.169385
332.5,16826.716232,16570.89620775,16695.1118304,16974.5678108,17221.01352925
333.5,16842.040035,16592.240861,16714.0479452,16986.2180382,17234.15379675
334.5,16857.1526575,16607.0408135,16730.7014706,17000.021975,17246.907823125
335.5,16873.0555775,16622.4076672775,16745.7129838,17016.8002148,17262.08281525
336.5,16888.4297275,16637.656287125,16760.1174388,17034.1551898,17277.640295
337.5,16903.401655,16656.65432875,16777.1440264,17048.586996,17291.286323875
338.5,16918.271705,16680.678019125,16794.7647336,17059.7314628,17302.61100125
339.5,16932.8802575,16700.665215825,16813.0414296,17074.1818788,17318.039773
340.5,16948.2720325,16717.14759525,16829.9599644,17088.9622646,17328.764551375
341.5,16963.9544275,16731.918214,16844.0540094,17103.5304472,17346.76484325
342.5,16978.6533475,16751.13541675,16860.4450294,17117.0286606,17362.16070925
343.5,16993.0559275,16776.44599775,16880.056646,17130.2490474,17377.2322745125
344.5,17007.6141425,16795.243916125,16897.7957488,17143.1976512,17391.065863875
345.5,17022.996825,16810.40345275,16913.6671774,17157.5747064,17400.544090875
346.5,17039.2548325,16825.35220075,16930.499819,17172.1062682,17416.592710625
347.5,17053.791252,16838.88740975,16946.304861,17187.409745,17428.855217375
348.5,17068.646265,16856.077554,16961.9812002,17199.912996,17438.93387325
349.5,17083.7230375,16870.6195945,16975.980608,17215.9112118,17455.771178375
350.5,17097.861175,16882.946245875,16989.0091846,17233.5788846,17469.045628625
351.5,17111.862215,16894.399586875,17001.2657232,17250.798151,17487.46635225
352.5,17126.023075,16907.72411425,17014.8056296,17266.119088,17501.883129625
353.5,17140.0023575,16926.7508125,17030.0640272,17278.2041472,17514.594404375
354.5,17155.1418875,16940.2650139125,17044.7770322,17290.6264158,17528.329611625
355.5,17169.6029,16952.952168425,17057.4305686,17305.438511,17544.931981125
356.5,17184.391675,16963.790589375,17069.9710034,17322.6128468,17565.94532775
357.5,17198.59838925,16978.579310375,17084.0852194,17337.03609948,17580.190595
358.5,17213.2270375,16996.7120385875,17100.2582378,17348.3001278,17592.2046505
359.5,17227.98683825,17013.076849875,17115.3273948,17360.7499206,17608.674328375
360.5,17242.3024125,17028.481294625,17130.0677952,17375.6695324,17622.5368075
361.5,17257.619755,17039.0030805,17143.14254,17392.3355276,17636.151240625
362.5,17276.41102,17058.12813125,17162.308012,17410.940782,17652.352539125
363.5,17300.114575,17075.780135,17186.2178196,17434.71593,17669.37124325
364.5,17323.019915,17093.560752875,17205.0736466,17463.338044,17692.3709355
365.5,17345.263935,17107.33905925,17223.7467894,17493.36031016,17716.71313975
366.5,17367.325695,17119.4513085,17239.9785006,17525.3509668,17753.059309375
367.5,17391.16149,17140.315546,17259.992365,17553.1910864,17784.663593125
368.5,17417.3691875,17165.3890465,17284.7875964,17577.3695682,17809.0769325
369.5,17444.209795,17185.592970125,17308.488937,17604.805356,17834.247146625
370.5,17468.936635,17202.037545875,17328.535527,17636.4580376,17861.63276875
371.5,17492.9889375,17216.751686625,17345.67240618,17668.6068628,17901.287199875
372.5,17517.5514,17238.22977275,17365.9502204,17696.314112,17931.102576
373.5,17543.487445,17259.0274055,17392.0308774,17720.3012404,17956.1970615
374.5,17569.536565,17278.663928375,17415.3674482,17746.34837932,17974.64902
375.5,17594.7493,17295.103368375,17435.63127184,17775.1848248,18000.6521725
376.5,17619.5355125,17309.092345,17453.514224,17806.2050388,18036.20699175
377.5,17644.120775,17331.206968,17475.035908,17832.8862104,18061.754259375
378.5,17669.418575,17357.841904625,17500.0131948,17857.2814456,18086.71464525
379.5,17696.552525,17376.403947875,17522.8165684,17882.5791492,18108.14516625
380.5,17721.639655,17391.41622525,17543.5433396,17911.4065104,18132.983715
