"Median Age [kyrs]","dw [permil]","Q0.025","Q0.16","Q0.84","Q0.975"
6.54136255,-0.125266199766911,-0.402554679024807,-0.264441413009129,0.0153554647934811,0.165096773159406
7.51806845,-0.155905367965773,-0.426974688022277,-0.296298753688212,-0.0157630307850269,0.126438151120474
7.998910525,-0.109077852837154,-0.400608439018713,-0.254197145398065,0.0370478647525256,0.185601117297247
9.481819045,-0.0923626458666943,-0.398740480475946,-0.253200951284346,0.056603179488767,0.346934289483971
9.950790025,0.0396511380123262,-0.385827847414213,-0.227072722797329,0.35028422134409,0.614759751682479
10.432991975,0.320816943412916,-0.277431983318796,0.0354007913288367,0.559373264618989,0.703917825795382
11.3153404545,0.718727946112112,0.220289422436918,0.381291687333801,1.12046663480401,1.41056215631012
11.6179291,1.06546763384975,0.382945561769072,0.784728256646438,1.33269072591858,1.53159253793609
11.938894975,1.116146928182,0.678231702416074,0.896321560864792,1.34999690042912,1.56283735382226
12.081682785,1.05852384688449,0.632713450922016,0.803876467783425,1.33877803709435,1.67572205280904
12.193310475,1.12285319176549,0.599529753819259,0.79374206757608,1.53121100639542,1.79691279718997
12.297577135,1.25564374550533,0.618912764851508,0.849245823592208,1.66142597440192,1.8838442436914
12.5239988,1.43969336215701,0.813427624120434,1.12721076447145,1.74635714726803,1.96537355784538
12.63249195,1.49502154479238,0.929234431936117,1.21037570860333,1.76694304792806,1.97832994653112
12.8538964975,1.57685882089505,1.07600823325568,1.35126065855279,1.79071702628278,1.95657376515424
12.9626420525,1.60164727893525,1.17423138206195,1.42140496399983,1.78756572022857,1.95271119087622
13.1793429925,1.68852702411188,1.33035900700896,1.51768463462731,1.86389802726933,2.0342819689391
15.56298236,1.62230848804346,1.06318691681094,1.37982720926212,1.85158541285487,2.01897200267891
17.5175514,1.90321463635534,1.3486193842561,1.52975694731889,2.29913866427592,2.52948589163367
17.644120775,2.12053132733263,1.4163539943766,1.68383035465214,2.43519595209082,2.6054163522924
17.8999095625,2.3588027377662,1.74458528460726,2.20350753335928,2.53487279893888,2.70143604801344
18.1565571675,2.52424388594817,2.0959633235629,2.27023968324485,2.81472054876838,3.30261973403383
18.4091685175,2.88261716351663,2.2181864702829,2.51511243011072,3.2028885368164,3.43016112418002
19.2580450625,3.01035705524753,2.62998951250259,2.83232159373166,3.19268801083498,3.34995270939496
20.096257265,2.58981781306198,2.20943049980325,2.35717152025474,2.83540700533878,3.05748715774167
20.4950953525,2.40837054490571,2.09136206364388,2.24367722063919,2.57341271643829,2.80247201853022
20.8651392935,2.29573631885323,1.95490685543234,2.11836657857149,2.47191436077289,2.69019674145654
21.2462468,2.45722902949141,1.93464868177458,2.25212110506288,2.67027313515215,2.83081900621681
21.6565205075,2.22698634546705,1.19166015222082,1.89304890378576,2.61629552149081,2.78388363353204
22.097481635,1.85923387125123,1.11030797651566,1.31906781773171,2.35340048903128,2.66973231422858
22.51211749,1.61833153050192,1.10917422991718,1.27970919311707,2.05196133938618,2.46984722787605
