"Depth [cm]","Median Age [kyrs]","Mean d13C [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
532.5,26.352995525,0.480366082817484,0.368853207198599,0.407493873352664,0.572660912926102,0.61445619511054
537.5,26.6064217775,0.528461573406984,0.390606751109377,0.443830137576813,0.59394726312537,0.624426138709869
542.5,26.85394912,0.549638252085373,0.423148129407264,0.501805999777034,0.595278308021692,0.623366702530661
547.5,27.0849382102,0.540914503563005,0.451706017352565,0.497571235986997,0.584875981424086,0.617667754442148
22.5,3.21444435,0.219691375667615,0.158358059201183,0.190393883668237,0.249444780026033,0.277537748441962
27.5,4.11404555,0.198689910185724,0.053961997334054,0.147886750013929,0.246742376139127,0.278324199067469
32.5,4.9595813,0.0970628535905799,-0.0902651783292089,-0.0292346929719827,0.20497508605154,0.259264758054909
37.5,5.59274125,-0.0663275962295583,-0.208960586117704,-0.169349930190178,0.0532034245829806,0.276775031586737
42.5,5.9056316,0.12164238201543,-0.129748187122301,-0.0247014124554878,0.262735407878976,0.330643224602403
47.5,6.2294308575,0.0918460366466336,-0.120215130149282,-0.0498060012940824,0.222349014239464,0.312871223584498
52.5,6.54136255,0.109779972205734,-0.104600702774505,0.00343072248575021,0.200315848588367,0.253181968046694
57.5,6.8330538,0.103413089414622,-0.0097955244889078,0.0481693125625912,0.169065408977252,0.226014147552666
62.5,7.1177252825,0.0365880006447583,-0.0314669966463929,-0.000301125132942872,0.0702533887361497,0.140715420719522
227.5,14.6236369775,0.0566652403364733,-0.147529031888058,-0.0309914540134771,0.124644381034142,0.15801976207348
232.5,14.82619325,-0.0353475365982361,-0.19441746752807,-0.148390370792957,0.0819818654907076,0.140177444293697
237.5,15.0279252025,-0.111384009070662,-0.204708914947343,-0.171515025929149,-0.0412495293132144,0.0817294878873147
242.5,15.2279990125,-0.125746093364742,-0.198344106310242,-0.165099676140686,-0.0907037766062224,-0.0217339569263909
347.5,17.053791252,0.0021667569480828,-0.189783815823591,-0.0686815222099682,0.0658160677194914,0.0991304558187469
352.5,17.126023075,-0.0336332313007496,-0.244064770420915,-0.120093016561672,0.0520561286851955,0.0938367089987061
357.5,17.19859838925,-0.073854620926358,-0.261050705055048,-0.20491482225007,0.0329451280898582,0.0831049554101442
362.5,17.27641102,-0.112028128707361,-0.264542935804931,-0.221158753820282,0.00377069955013075,0.0707993033067359
367.5,17.39116149,-0.114765061068384,-0.257270566778716,-0.211386933025762,-0.0212119433119371,0.047530627786195
372.5,17.5175514,-0.0843031944720508,-0.23414878417611,-0.169117965835745,-0.0150394136895226,0.041325756997312
377.5,17.644120775,-0.071046202443097,-0.210316537550416,-0.141700467921956,-0.00876909727163601,0.0645318548298419
382.5,17.7696544425,-0.0712212664133223,-0.203616024842569,-0.152209048542551,0.00539207767644077,0.0814300364316976
387.5,17.8999095625,-0.0843487633331843,-0.215306304994414,-0.172701841111751,0.0118430938893407,0.0851853378449339
392.5,18.0280887925,-0.110738055750274,-0.220570029783356,-0.185434775206594,-0.0090109873469441,0.0796000793862844
