"Depth [cm]","Median Age [kyrs]","Mean d18O [o/oo]","Q0.025","Q0.16","Q0.84","Q0.975"
288,16.092936435,2.84669577357148,2.66323380886785,2.73547714471945,2.91582637784399,3.37734093004107
292.5,16.177994275,2.8551666009767,2.68301131697215,2.75723831522915,2.92980792651902,3.26120007492432
293,16.18656562,2.85696567143531,2.68152827002379,2.75904964085888,2.93453899369776,3.2433725309021
297.5,16.26950795,2.88844153118483,2.70364098282249,2.78354719294566,2.99731590891898,3.14603954843954
298,16.2780853,2.89256397685429,2.70631897302548,2.78495790896707,3.00490931595333,3.14877492968366
302.5,16.3610160825,2.93676516050884,2.72683104014913,2.81789175035505,3.06315443897242,3.16340140803693
303,16.36867075,2.94122403344002,2.72879928537058,2.82112553553812,3.06788103717641,3.16443659510544
307.5,16.44063449,2.97872771362378,2.7545611859886,2.85731923796686,3.0922560332009,3.16984996169846
308,16.44851756,2.98269956769814,2.75839029195318,2.86102251776137,3.09524367624659,3.17290708662864
312.5,16.519397921,3.00917836282353,2.78410311862718,2.90365345214397,3.10540662174775,3.18649853914913
313,16.52689527,3.01164271407905,2.78738878475702,2.90847803331878,3.1089862410594,3.18588420195116
317.5,16.594674675,3.02853171120375,2.82103416265694,2.93984110407284,3.11658123585108,3.19677798194215
318,16.6014669675,3.0302583318218,2.82432849074156,2.94179978386228,3.11766402382109,3.1984999457021
322.5,16.67228272,3.0471569420024,2.86429268680735,2.96337181271355,3.13099002104292,3.21257694023727
323,16.68055977,3.04891713933783,2.86738712885367,2.96601511275401,3.13359593261983,3.21621382811231
327.5,16.750108475,3.06623238961234,2.88505870208913,2.98440051585338,3.14999996845122,3.23594739980705
328,16.757461865,3.06805084235603,2.88574892176271,2.98696797090118,3.15136466276191,3.23866135945513
332.5,16.826716232,3.08654396198565,2.91275993137517,3.00697210916524,3.16967866015055,3.2688463342917
333,16.8339531375,3.08838880033864,2.91456609287386,3.00848400708553,3.17088704148604,3.27006387299667
337.5,16.903401655,3.10798415164659,2.93443158720477,3.02184501235815,3.19076369509333,3.3119910254471
338,16.9107409925,3.11102035766815,2.93680986853042,3.0256797710255,3.19516126271941,3.31959971256596
342.5,16.9786533475,3.1376323626111,2.95622101853279,3.04409805504391,3.24162036061651,3.36307482891388
343,16.98505716,3.14044136479476,2.95666173731696,3.04586374237618,3.24826531091667,3.36299154139294
347,17.046601385,3.16599200540017,2.97394281046542,3.06096249915202,3.28882611217613,3.38955694046276
347,17.046601385,3.16599200540017,2.97394281046542,3.06096249915202,3.28882611217613,3.38955694046276
347.5,17.053791252,3.16739151795035,2.97550387482218,3.0605592995563,3.29278344361844,3.39259223484974
352.5,17.126023075,3.17964469971704,2.98761299227134,3.07385699828121,3.30225931546949,3.40091923288363
353,17.132927505,3.18044603239205,2.98634194186356,3.07602581648091,3.30141816984818,3.40357966505483
357.5,17.19859838925,3.177235346443,2.9941560885262,3.079325387584,3.28386540934273,3.4044420298476
358,17.2054151075,3.17697697825452,2.9955950240628,3.08113830889659,3.28173862877293,3.40497929131016
362.5,17.27641102,3.18341118518106,3.01390458007617,3.09441776687061,3.27050081324822,3.46469484620436
363,17.28817788,3.18569193533452,3.01835885534098,3.09616382231057,3.27205034923727,3.4819760395267
367.5,17.39116149,3.22149649327091,3.03737542382814,3.1124924489627,3.35387705187957,3.54815851284273
368,17.403333485,3.22720556814961,3.03961179658178,3.11465920734365,3.36673445206593,3.55123098020337
372.5,17.5175514,3.29058482584904,3.0636821060292,3.14568428797217,3.44972816187398,3.57562173720789
373,17.530242335,3.296637427091,3.06830548405462,3.15087646761508,3.45179234927167,3.57623248613013
377.5,17.644120775,3.33037761759253,3.0941638759781,3.20894559406753,3.45048854139214,3.56326494543795
382.5,17.7696544425,3.33372236781445,3.14287046595499,3.23969892371574,3.43262373561703,3.53709231136215
383,17.782111475,3.33293497555639,3.14580638780826,3.24039637329665,3.43086031084545,3.53555803208009
387.5,17.8999095625,3.32650938216752,3.15901943806291,3.23837498273997,3.41756525495812,3.52503913653286
388,17.9134503675,3.32520462930497,3.15749766996633,3.23789734851193,3.41433813440708,3.52728973785909
392.5,18.0280887925,3.33228727602367,3.15126315825051,3.23319156769357,3.41896332663502,3.67615270280597
393,18.039875595,3.3351544436786,3.15359732501849,3.23251639535946,3.42366490736571,3.72395932844297
397.5,18.1565571675,3.38709598697634,3.15041232232865,3.23690806372241,3.56407154511946,3.89637669544882
398,18.1693931725,3.39569758332056,3.1532078809264,3.23811019182066,3.60123411060641,3.90333306276877
402.5,18.28555662,3.48893866352067,3.16627762213585,3.26046346079762,3.7850097210692,3.94115969985877
407.5,18.4091685175,3.57183924781365,3.20762034810684,3.33538575883291,3.82171638112227,3.95295379779102
412.5,18.5564772375,3.54347285908784,3.28316049689885,3.40954021686918,3.71934894798816,3.92443390948204
417.5,18.86748833,3.51356015156119,3.36280874281805,3.44405123269939,3.58194396649085,3.65321237009081
418,18.90728725,3.51721057656442,3.36304610093114,3.44795177220492,3.58738595039362,3.65230951008331
422.5,19.2580450625,3.52472598159334,3.33157801383398,3.43298907381902,3.60765141118794,3.67010611160535
423,19.29956061275,3.52518580076676,3.32994498109646,3.43310429167142,3.60999211400519,3.67182317274075
427.5,19.6720751175,3.54705623487528,3.3584926830902,3.46109818175211,3.62712978053021,3.69244129698405
432.5,20.096257265,3.58007616360287,3.40069240409611,3.49709767349608,3.66389258377639,3.75590434311892
433,20.1346206245,3.58407652686887,3.40477284206966,3.49870130998755,3.66975082178412,3.7592630974965
437.5,20.4950953525,3.61080281872003,3.43571562349114,3.52487887362247,3.69796371068406,3.78029527420156
442.5,20.8651392935,3.54861546378105,3.37805901263607,3.44888448176941,3.65507785435482,3.79752595544821
447.5,21.2462468,3.70181221417249,3.4617414302418,3.5730528074495,3.82021402866235,3.90162965930556
452.5,21.6565205075,3.74745375629284,3.35703172712884,3.58961233763294,3.87828194547119,4.08760139996865
453,21.701048188,3.74593339037933,3.34878763342045,3.56994748082901,3.88778114094149,4.09497488092636
457.5,22.097481635,3.67716195461509,3.31504781733979,3.41269272765597,3.94039414521052,4.14443169334178
458,22.1397939925,3.66346722935358,3.3099766751377,3.40652832171505,3.93148437779245,4.13878976296748
462.5,22.51211749,3.55761603325586,3.2960893716707,3.37906455811088,3.71241496672829,4.11416183246036
463,22.5533501,3.54676314946614,3.29399474395423,3.37499772090387,3.6820010148546,4.10640264099249
463,22.5533501,3.54676314946614,3.29399474395423,3.37499772090387,3.6820010148546,4.10640264099249
467.5,22.9201315325,3.44358399032108,3.24740461872348,3.30642000344485,3.58829171427434,3.72198069200644
468,22.95371465,3.43253802493563,3.24122862297023,3.29941896000995,3.58322606855527,3.70670570799602
472.5,23.259780245,3.35398425879887,3.199167307467,3.26353371205534,3.44654164828558,3.61252776588234
473,23.2881955075,3.35650929625382,3.1998782948207,3.26670185246386,3.45011786122901,3.60623888623129
477.5,23.5108324725,3.39457821908684,3.20576848995567,3.29900304046435,3.48724527947594,3.58836942291749
478,23.5370904475,3.3978954371871,3.20284937304551,3.30379782454645,3.48955685702115,3.58338072924892
482.5,23.7721564625,3.40606322214424,3.15919769648988,3.3104714467864,3.50375095768362,3.596473712288
483,23.797583865,3.40488241867055,3.15898981209698,3.3066131289572,3.50414035707403,3.59829886134523
487.5,24.030324815,3.39383886615549,3.15116490174707,3.27868662940906,3.49794217263456,3.69227980723426
488,24.055191875,3.39416848099683,3.15288638276066,3.27746300285474,3.49954160112977,3.72121731457288
492.5,24.27838778,3.41355801020374,3.15465434540401,3.27503565431326,3.5569449306955,3.83528932756639
493,24.30492883,3.41838324637387,3.15949384158841,3.27806187599432,3.57060338054595,3.83725648635976
497.5,24.540791225,3.478922909875,3.19677230852961,3.29717649953707,3.71077552954344,3.87458873514196
502.5,24.7965191825,3.53253865116428,3.23537174154869,3.33204056473436,3.74037370888061,3.87597772964835
507.5,25.062330225,3.54670287628729,3.27262829847946,3.41055879074925,3.71926707231399,3.8727526980819
517.5,25.5889952825,3.48092800367171,3.33182482489727,3.3996235327243,3.54689766625319,3.76526302946681
522.5,25.8443192325,3.4527597821593,3.32654199211219,3.38339574827338,3.51492236910738,3.60569453699596
523,25.86982152,3.45144287997893,3.32474788951607,3.38341404117516,3.51345177456192,3.59873453029922
527.5,26.10070556,3.44969007702237,3.32489347391234,3.38427257948921,3.51428852036368,3.57679186486269
528,26.1262988125,3.45037255488385,3.32571752815754,3.38456015475446,3.51510858194162,3.57684771712529
532.5,26.352995525,3.45613567761413,3.32839385971547,3.38944544561764,3.52212349114484,3.58400410608623
537.5,26.6064217775,3.44386400677847,3.30591041226479,3.37203862286346,3.5155755376097,3.57899982432728
542.5,26.85394912,3.41358005334907,3.29224171096078,3.34663744654765,3.48450337596398,3.55623081578327
547.5,27.0849382102,3.38996963712646,3.28175277516948,3.33365407553487,3.44462230029099,3.51964813232047
