"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
52.5,6.54136255,8.13283344514912,7.17053403397925,7.64485990143773,8.62199791388638,9.17863010679454
67.5,7.51806845,7.71206095705843,6.69485158505685,7.21987558562073,8.21229993091439,8.68883266326655
72.5,7.998910525,7.86936440817456,6.86866679154969,7.37476745888492,8.36933866588085,8.88168288619394
87.5,9.481819045,7.75933429190183,6.75491353409349,7.24719614942491,8.26201647643921,8.83286319501629
92.5,9.950790025,8.01684835555209,6.80659196463837,7.3466407800442,8.72512119302523,9.53696325835868
97.5,10.432991975,8.70190227868921,7.15124629501203,7.90379062116282,9.46625762700979,9.98942778011257
117.5,11.3153404545,10.5262914596695,8.94272347247274,9.52611725315148,11.6919817812263,12.8748169489428
127,11.6179291,11.8781834693291,9.4716406294348,10.7073213989812,12.8433392353918,13.3924993104725
137.5,11.938894975,12.274881109279,10.6494378505589,11.5621704011822,12.9626290877552,13.5191253579866
142.5,12.081682785,11.8954307942931,10.4885410410164,11.0999216735103,12.7102032469255,13.3637830752219
147.5,12.193310475,11.7804355810718,10.3884916759369,11.0102649355025,12.5896707799666,13.3569239690348
152.5,12.297577135,11.9651158978707,10.4579652092107,11.1062488129096,12.8217660586245,13.5482777022468
162.5,12.5239988,12.4342101538824,10.8538356787305,11.6684667987157,13.1722574990788,13.7579504666165
167.5,12.63249195,12.3444251488335,10.8277970720132,11.5276741428562,13.1348768400327,13.7370577252937
177.5,12.8538964975,11.7721581914164,10.5470428441782,11.0939234287063,12.4890108398971,13.3933243316235
182.5,12.9626420525,11.5505554970459,10.4494541779156,10.9597425385097,12.1249983304347,13.033647158857
192.5,13.1793429925,11.1873123810745,10.0743573652955,10.6043397811545,11.7503252462419,12.3943815412304
257.5,15.56298236,10.4977129387434,9.4186882791587,9.95521993671453,11.0456615392903,11.5759212881083
372.5,17.5175514,11.3505192420252,9.69641178451317,10.3008587555981,12.6746319062614,13.5204889629047
377.5,17.644120775,12.0606148389604,9.88865786583192,10.6815994865583,13.22847099513,13.8590311739101
387.5,17.8999095625,13.0291734223947,10.7824346247575,12.485998994599,13.6701275813525,14.1993450466802
397.5,18.1565571675,13.4485915958873,12.2402868442203,12.8527577235638,14.0603700418734,14.830602974488
407.5,18.4091685175,14.1431116628119,12.6967299560156,13.4643575766927,14.8342893189457,15.3968280389866
422.5,19.2580450625,14.8425242946168,13.2882703918166,14.2348955734934,15.4731364456319,16.0311702212968
432.5,20.096257265,12.9389665978364,11.2501050884263,11.9498025447578,13.9255035666538,14.9288507020785
437.5,20.4950953525,12.0902709047427,10.9322188641782,11.4548934651372,12.7421907037773,13.724667870764
442.5,20.8651392935,11.8884834202887,10.8453424519402,11.3604915146821,12.4000118927748,12.9387334801517
447.5,21.2462468,11.9214418233824,9.54359489860563,11.3513512048778,12.6126865610027,13.179731685282
452.5,21.6565205075,10.7996850614783,7.86979798981474,8.93573514180318,12.2347777136168,12.944403166396
457.5,22.097481635,9.45352207219554,7.59243201000825,8.168976979391,11.2016356131565,12.3120034269373
462.5,22.51211749,8.7407676372787,7.56325081483289,8.01858015060584,9.3575778763927,11.534872475523
