"Depth [cm]","Median Age [kyrs]","BWT [deg C]","Q0.025","Q0.16","Q0.84","Q0.975"
2.5,0.4440572,2.69334456704281,0.355482514267342,1.53455652706876,3.85302415196313,5.02394406466113
5,0.632391855,2.7464288560652,0.270146744030584,1.50571238946855,3.98184379341701,5.21598036702337
12.5,2.30305875,3.79301144094847,1.4288388953921,2.57996231793547,5.00587770784317,6.27244597962085
33,8.955269,3.34643814563788,0.786995410896428,2.05042196927746,4.6441195649589,5.90211961277062
55,11.6077546,2.69368985097414,0.280297633882919,1.48437261715087,3.91273047308438,5.1543088122035
60,12.0999916,2.42473985816297,0.113128465802167,1.2736206008016,3.57864632408784,4.75361494590994
67.5,12.849403725,2.40775225159569,0.106486564589849,1.28997224965089,3.52175203290691,4.62495319238622
68,12.895918225,2.41901813521677,0.115487528974167,1.29394523310638,3.53711127146448,4.63680785812906
68,12.895918225,2.41901813521677,0.115487528974167,1.29394523310638,3.53711127146448,4.63680785812906
70,13.09361515,2.466198484832,0.161388777252922,1.35272872155135,3.57290221852579,4.6895834729458
72.5,13.337197575,2.48019819938853,0.324185142069746,1.43206713881264,3.52778511903555,4.62142495988154
77.5,13.741634935,2.38185282017476,0.573460034584987,1.46829539953289,3.28652289425831,4.20450118026615
77.5,13.741634935,2.38185282017476,0.573460034584987,1.46829539953289,3.28652289425831,4.20450118026615
85,14.40651825,2.58877663332074,0.368271166330499,1.48826137669468,3.69022179386969,4.82210916209162
87.5,14.63170165,2.52440816039313,0.226051572021367,1.37631076209,3.67456447502464,4.83085304596683
90,14.8697168,2.41374124641695,0.108026901653787,1.26252231587415,3.56161751354222,4.72547598363863
92.5,15.098951375,2.38199353806006,0.09175106287938,1.22687018515591,3.53275485142872,4.68169551034746
95,15.28830485,2.43901859912058,0.160665735690688,1.30386325153475,3.5728510556967,4.71279455498262
97.5,15.488144475,2.36519200505086,0.0567764924959053,1.21468620722785,3.51496501663962,4.66557047211566
100,15.63866925,2.23350166376253,-0.0449170645789758,1.09413640404583,3.37219542584996,4.53452136596978
102.5,15.7754433,2.21042617849696,-0.0656401557101859,1.0757758610376,3.34829594879653,4.48946273784939
105,15.92821935,2.26853062928516,-0.0282011031578584,1.13486441992627,3.41174922860564,4.55572343596569
107.5,16.072409375,2.32524058798396,0.0669723196344241,1.19565563580411,3.45764730713972,4.59229845415108
110,16.21958355,2.37829401212114,0.112741573208052,1.25230630222425,3.49701178555098,4.63793034424297
115,16.49099215,2.36249256579725,0.169493913630258,1.2847284297498,3.43973441670843,4.58852935755075
117.5,16.623317275,2.2340099811421,0.0256551967974605,1.15824915030818,3.30832151420384,4.45465823307722
117.5,16.623317275,2.2340099811421,0.0256551967974605,1.15824915030818,3.30832151420384,4.45465823307722
120,16.72805525,2.20202728620546,-0.0752326996250393,1.08882917660334,3.3102702388779,4.51244378332474
122.5,16.8258587975,2.27955215398461,-0.0568929211398842,1.11939408155401,3.44574354261231,4.6297433633009
125,16.9295079,2.42828401710601,0.0542861981499843,1.25616401445888,3.61236226303608,4.77648808098396
127.5,17.029416475,2.5658687113979,0.23111600856437,1.40031818677826,3.7349130831859,4.88511609253433
132.5,17.2268101,2.7257757315419,0.398529096692516,1.56977634108312,3.88776324617638,5.04084468117001
135,17.31811125,2.76082335211445,0.430013073714061,1.59471088490097,3.92799658409205,5.12343494447265
137.5,17.42600975,2.80580158404062,0.456241147968076,1.63368950511947,3.97197666385094,5.17273319247291
140,17.584300125,2.9117893334142,0.598916778361352,1.75245578472275,4.06951299943831,5.25683097249654
150,18.199674975,2.86999123682461,0.600859987779135,1.73771854586194,4.00379258142842,5.13599427341427
155,18.5485674,2.74088915300301,0.458387624180658,1.5935952271896,3.88108209728623,5.03467926770739
160,18.945469275,2.48845818656686,0.22667563127346,1.36551532380657,3.61091544992094,4.73073842894704
162.5,19.144702225,2.42435778836943,0.141689884591127,1.29017518308903,3.56165412037823,4.7001104411383
165,19.382139275,2.43480691978919,0.147012080761253,1.30387418745497,3.56579014792575,4.7009068457067
167.5,19.60223625,2.45649780822308,0.200969460696834,1.33123447765185,3.57580174880903,4.70378072072805
172.5,20.046844825,2.4271552384609,0.150608363565769,1.29582411952594,3.55373023256617,4.67447647225176
175,20.236029525,2.43581161003001,0.135112155082548,1.29877696644163,3.58165179105067,4.72330243374606
177.5,20.461918605,2.50639282557268,0.206791948010083,1.34668213847494,3.65780626007137,4.82237938802478
180,20.755133675,2.44189533635551,0.190496395218865,1.31846073355902,3.56167630552443,4.69662512095571
185,21.3750988,2.55404080706981,0.459180547807444,1.52877214263829,3.58035865601215,4.6870723308668
187.5,21.69233995,2.69612167132977,0.636525153130682,1.65927774076744,3.72603933585472,4.91280472426971
187.5,21.69233995,2.69612167132977,0.636525153130682,1.65927774076744,3.72603933585472,4.91280472426971
190,21.966920725,2.77597370450201,0.605381408401135,1.69383091872668,3.86246239441606,5.04196636075234
192.5,22.235758325,2.4903420029991,0.0607532967195627,1.29970310912915,3.68463479407992,4.85735740879928
195,22.387203975,2.25102056143655,-0.152919619450059,1.04836830117129,3.46095521909584,4.67909113414835
197.5,22.52425069,2.14488413727901,-0.212785195601135,0.963050088542957,3.33225506409146,4.52371768357914
217.5,23.7195234,1.68198100439932,-0.635762606012849,0.522354195562041,2.84386575576006,3.98018493859876
220,23.871441645,1.69289946945269,-0.637162447869117,0.521113568970469,2.86112791332922,4.01998258656015
227.5,24.3148149,1.96663437541296,-0.406788177269,0.778873308567708,3.15043410393119,4.3312876547659
230,24.460265025,2.08311122524885,-0.275235309965112,0.906220631090754,3.25503728137422,4.42237738661062
237.5,24.897979018,2.23749356620521,-0.0463434806660326,1.10399147577728,3.37677671496612,4.50519223945248
240,25.1018639,2.18371229070072,-0.0899887268357677,1.03875308451211,3.32538034692518,4.47656616778485
242.5,25.33768225,2.0461275447442,-0.239672498282833,0.903429151994597,3.19581972100813,4.32945024529555
245,25.7116843,1.88889465707451,-0.392585099061297,0.75010961874614,3.01486373720964,4.15759117593649
