"depth_cm","Median Age","Q0.025","Q0.16","Q0.84","Q0.975"
109.5,11046.663675,10737.922613625,10879.120034,11238.012138,11467.79676
110.5,11078.245835,10757.07751375,10903.50439338,11274.28508,11506.05087375
111.5,11107.3459,10773.33238125,10926.0067028,11316.3865416,11547.590725
112.5,11138.612825,10800.80850275,10954.8269552,11351.626176,11584.14292975
113.5,11169.93591,10834.788745,10986.768436,11379.089934,11612.504232125
114.5,11202.97415,10861.53607475,11019.602797,11411.110314,11644.7973875
115.5,11236.101305,10883.816225,11049.535326,11447.724294,11683.142045
116.5,11269.88919,10903.6416055,11074.828727,11486.59505,11720.73134
117.5,11301.9361525,10930.404155,11103.4478818,11520.774478,11755.03118615
118.5,11331.7816,10961.494939975,11135.600684,11545.299356,11784.8565725
119.5,11364.363725,10988.344150625,11166.7371396,11574.1462577,11813.51257125
120.5,11394.15335,11012.5757,11194.947728,11607.459053,11842.111111375
121.5,11426.632755,11030.865773375,11221.716674,11642.1856432,11874.690331
122.5,11457.51039,11065.930438,11251.521646,11674.801602,11907.86025375
123.5,11490.6314725,11105.81929125,11288.679574,11701.44267,11929.669671375
124.5,11522.5517,11134.48954125,11322.53327368,11731.7392052,11954.19491375
125.5,11555.63195,11156.982500625,11353.8592338,11761.80335,11984.8236375
126.5,11587.178625,11177.6354875,11380.923564,11795.8928248,12019.81014625
127.5,11617.4246575,11215.65532075,11415.105274,11826.827326,12052.46331625
128.5,11649.2294,11258.13501125,11454.964702,11852.4904294,12073.07612875
129.5,11680.8677625,11294.0532603,11490.65183112,11877.7726134,12098.40047
130.5,11714.3619825,11326.83226,11523.5857888,11908.234418,12125.3812171875
131.5,11747.78019,11352.7153075,11553.9842536,11941.51958,12162.10692
132.5,11777.85765,11395.67315875,11588.093946,11971.667014,12190.48374525
133.5,11808.509275,11451.307261375,11628.3645058,11993.9680468,12213.78121125
134.5,11839.1373,11494.83333125,11667.382216,12018.98184,12235.62727
135.5,11871.76432,11525.65970375,11703.3932676,12049.536398,12257.383265
136.5,11903.26065,11555.27545375,11738.685798,12081.647474,12290.4366825
137.5,11934.0349825,11599.74834125,11774.0909532,12108.8983252,12317.813255
138.5,11961.77335,11664.855245,11814.361928,12128.7778316,12335.199611625
139.5,11992.04544,11721.86568,11851.948476,12151.344874,12355.220925625
140.5,12023.04538,11766.35898875,11887.742858,12177.687534,12382.66173325
141.5,12054.00129,11800.88535025,11919.592258,12206.646966,12409.10162125
142.5,12080.292125,11826.08279375,11945.940516,12232.72262,12433.664717875
143.5,12104.56295,11846.659738,11967.2758904,12255.1410932,12456.989528625
144.5,12126.2926825,11863.1519575,11988.17586,12277.9534684,12486.722895375
145.5,12148.744245,11880.1198675,12006.74179,12304.601202,12516.74952425
146.5,12170.107675,11893.913440125,12023.8880662,12335.066284,12545.18424375
147.5,12190.80761,11913.96018,12043.0394092,12360.0906334,12572.14007875
148.5,12213.42134,11934.797100125,12065.769126,12380.6345672,12589.04503325
149.5,12235.14548,11952.282925,12085.102206,12402.466796,12610.778286875
150.5,12257.37575,11967.964787,12103.16144,12426.185688,12633.433413
151.5,12279.1298675,11981.552287875,12118.6738404,12454.245556,12665.57440625
152.5,12300.9197,12002.139448125,12139.4370136,12479.3392572,12690.610383
153.5,12324.0994,12025.854314125,12164.057178,12501.644128,12714.3521995
154.5,12346.4053,12044.652325,12186.89392,12525.280974,12733.88086125
155.5,12368.19348,12060.15552625,12205.365688,12551.5267808,12755.902232
156.5,12391.1531,12071.390704,12223.571328,12577.3476148,12787.16138375
157.5,12413.64403,12092.2422425,12243.899084,12602.5364166,12811.30671675
158.5,12435.17065,12113.191703125,12267.876837,12623.2750366,12828.40453
159.5,12456.775375,12135.2568115,12289.0302,12645.151454,12849.241752375
160.5,12479.2112225,12152.865681,12308.4605576,12669.614514,12868.56929175
161.5,12501.87944725,12168.240438,12326.966984,12693.203492,12894.11456875
162.5,12524.334425,12188.273775,12348.2239354,12716.6782992,12918.76698075
163.5,12546.455,12211.07425125,12372.509938,12735.5515334,12933.4281025
164.5,12568.1754275,12230.96257875,12394.5160626,12757.233244,12954.4880225
165.5,12590.331305,12248.538339375,12415.9210992,12780.545442,12974.528027125
166.5,12612.0979275,12267.488718375,12434.8123444,12804.0737892,13003.456544625
167.5,12633.9393,12287.4746875,12456.3041686,12825.331782,13028.095283125
168.5,12655.8867,12313.260652375,12480.6646768,12843.164514,13040.892711125
169.5,12678.855445,12331.520731375,12503.747928,12864.582096,13059.4518175
170.5,12700.5752295,12349.6774269625,12523.5326388,12886.2785344,13079.238185
171.5,12723.68085,12364.7049975,12541.4217652,12907.3054576,13105.4720575
172.5,12745.37922,12389.77233,12562.46551,12926.992018,13127.712016375
173.5,12768.8416,12418.39884625,12589.2371076,12944.8297104,13143.6617775
174.5,12791.870175,12440.91611375,12614.15336,12964.724084,13160.255285
175.5,12814.47825,12460.981748125,12634.9317022,12986.787808,13175.92628775
176.5,12838.58525,12476.854125,12655.4940032,13010.483892,13201.063970125
177.5,12860.6083,12502.32098625,12678.594462,13031.7085734,13219.67804625
178.5,12880.98345,12530.7875475,12704.9472656,13049.049418,13233.72991225
179.5,12901.86885,12557.57908375,12730.005414,13066.761577,13253.437235125
180.5,12922.0022775,12579.9690775,12752.9129566,13087.5851056,13276.28198375
181.5,12945.60197,12604.8131962725,12773.6734558,13110.448784,13297.2399085
182.5,12966.9434,12630.608565,12797.1193006,13129.9583904,13315.803360625
183.5,12988.13134,12667.634874625,12823.028796,13146.63225,13329.100147875
184.5,13008.9832475,12692.36337,12848.352015,13164.4017468,13344.84808
185.5,13030.09469,12710.74560125,12873.1079508,13182.7211134,13364.42580875
186.5,13051.6551475,12733.262562,12894.1973588,13204.7601708,13386.50584875
187.5,13072.874205,12762.86444375,12918.4154126,13221.8214108,13405.198074375
188.5,13093.4776475,12799.5244375,12947.6001856,13236.8077604,13418.69178925
189.5,13113.3712375,12832.74982125,12975.975344,13253.047569,13437.13920625
190.5,13135.38898,12860.2434755,13001.6750916,13272.2466152,13454.6350375
191.5,13158.555045,12878.685854875,13025.0157456,13292.642882,13473.8979565
192.5,13178.3452175,12914.020206375,13050.28987,13310.354536,13491.74738625
193.5,13197.285195,12959.35845375,13078.7169992,13325.6250402,13503.91025475
194.5,13217.0404175,13004.589760775,13107.2434192,13343.5355476,13524.372210625
195.5,13237.1620975,13038.92438625,13133.318778,13362.039294,13540.719459875
196.5,13258.90335,13063.9278825,13157.464566,13383.0647962,13558.55551625
197.5,13290.4275275,13100.61094,13189.0647792,13411.092604,13584.117704625
198.5,13332.4829,13132.406920625,13227.369916,13456.988696,13624.15546225
199.5,13373.17047,13153.90882875,13258.3746584,13511.562524,13678.845335
200.5,13411.35955,13168.4131925,13283.0959764,13569.120312,13757.183055
201.5,13448.4028775,13182.770478625,13304.7668932,13632.490162,13843.24432625
202.5,13488.51785,13212.74761475,13341.1630868,13683.0665046,13909.55584875
203.5,13535.003115,13256.249141,13385.214676,13729.2577974,13947.3743725
204.5,13581.9956,13282.882256,13421.101868,13781.3757656,13997.92969875
205.5,13626.1329,13301.928808,13452.3951574,13842.2809316,14061.5950775
206.5,13669.450675,13319.7397083375,13480.59837,13905.858392,14135.06458
207.5,13716.01805,13357.456434125,13520.2210524,13959.078252,14198.299034625
208.5,13766.494005,13403.12074425,13571.688925,14000.602782,14232.0377175
209.5,13817.8047425,13439.99379475,13618.1464262,14046.848694,14271.95739125
210.5,13867.4866675,13466.72994625,13654.628593,14100.555986,14327.321059125
211.5,13913.8107,13489.10866375,13685.413496,14160.2575996,14393.141953375
212.5,13959.581385,13530.9923325,13729.6208212,14208.2732422,14445.022474125
213.5,14003.45135,13587.203105,13780.9688148,14242.490218,14475.025123875
214.5,14049.756985,13626.851051875,13829.18567,14283.702648,14508.7433453125
215.5,14097.876075,13658.21881,13868.96154,14328.982302,14550.287154875
216.5,14141.6063425,13684.18525375,13905.76349,14377.665508,14602.1193375
217.5,14185.36445,13734.2108268,13951.999872,14421.274884,14642.56749525
218.5,14228.173525,13799.2192555,14011.7336288,14453.5012728,14668.72874125
219.5,14274.033375,13853.02901875,14063.3839,14488.8990252,14697.659595625
220.5,14322.00695,13892.09844375,14110.223694,14532.4487286,14735.4826335
221.5,14368.98341,13926.863671125,14150.037905,14580.0079758,14781.64205375
222.5,14411.48115,13994.75997125,14198.0859478,14618.3245412,14817.25655625
223.5,14451.99445,14079.4920616475,14258.66582,14648.4361796,14839.20115475
224.5,14492.3886925,14155.79930375,14314.392746,14679.574474,14864.79839625
225.5,14536.7981,14212.92377125,14364.970894,14714.621377,14895.385805
226.5,14579.296395,14254.736535,14411.179368,14758.3346428,14932.6317695
227.5,14621.247175,14299.345890375,14453.8208712,14798.4175076,14974.838235
228.5,14662.3053125,14343.4585795,14497.0354076,14835.9236944,15007.2081985
229.5,14702.3507,14376.291415,14536.15399446,14875.885424,15049.21634875
230.5,14741.706825,14401.71488,14566.444036,14921.031756,15101.9745305
231.5,14779.9425,14421.23988125,14595.677768,14971.97272,15162.8649725
232.5,14818.336895,14461.5847365,14632.0122264,15014.901008,15208.48493425
233.5,14859.21335,14505.820039875,14680.943046,15047.5402065,15239.332034
234.5,14902.796325,14543.455671,14722.205715,15085.72235,15275.792197
235.5,14945.623025,14574.2139285,14756.40498,15127.621298,15317.736605375
236.5,14985.85735,14602.91528,14788.0863124,15176.2397536,15370.57510375
237.5,15024.7398,14646.39275875,14827.273012,15214.1221252,15414.78577875
238.5,15064.039435,14694.98799125,14876.221416,15241.878524,15440.83896525
239.5,15104.6452625,14738.29475625,14923.7739916,15274.321908,15471.311387875
240.5,15145.595275,14773.72907075,14965.552166,15308.6667204,15506.188345125
241.5,15185.5161225,14802.962141125,15002.421652,15349.7949672,15542.398799375
242.5,15222.0803825,14860.650587,15046.467678,15383.434726,15571.061727875
243.5,15255.808325,14943.8249775,15102.389144,15407.924278,15594.86969175
244.5,15290.671,15015.44788125,15155.5963218,15434.6102072,15618.431111875
245.5,15326.5277075,15079.45552,15202.816648,15464.7987588,15648.152324375
246.5,15364.995805,15124.7328725,15244.226172,15502.9614492,15686.5295676875
247.5,15393.502315,15155.416965375,15271.9763068,15529.819262,15720.12717775
248.5,15410.948,15172.9559445,15290.6555462,15547.072094,15738.372733625
249.5,15428.290131,15189.001205,15306.1114773,15563.686254,15756.11923475
250.5,15444.58208,15203.00517,15321.911528,15581.654092,15777.536362125
251.5,15461.374025,15215.729041625,15336.1197228,15601.9603856,15805.25428025
252.5,15477.5094175,15231.192804875,15350.4085016,15619.0806064,15823.912156125
253.5,15493.844125,15251.55762115,15366.6888046,15633.203512,15836.074462625
254.5,15509.09856,15269.089486,15384.2491888,15649.970226,15850.47452025
255.5,15525.035375,15279.5369045,15398.6050286,15668.30839,15865.8378775
256.5,15541.407225,15291.815102875,15411.3365706,15686.4803532,15886.18528875
257.5,15557.338,15308.207273875,15425.8474922,15703.9134368,15904.192046
258.5,15571.7386175,15329.022283,15443.3556248,15717.282906,15917.342880375
259.5,15587.9095175,15346.675068,15460.149238,15731.7940332,15932.3712525
260.5,15603.679205,15360.4298615,15475.0125772,15747.989265,15951.18494425
261.5,15620.1335775,15373.0420655,15489.3856508,15764.140374,15970.1275005
262.5,15635.5255,15390.949776125,15505.8148,15779.660665,15984.8133875
263.5,15650.54378275,15412.817616875,15523.9671506,15794.3928496,15996.149528625
264.5,15666.2997075,15432.715222,15542.01731232,15807.9388332,16008.36168825
265.5,15681.6187525,15447.36770725,15558.1967248,15822.9451868,16028.08637875
266.5,15698.229445,15460.7021745,15572.4371562,15840.5748982,16043.827460975
267.5,15713.3801975,15480.490111875,15588.670934,15855.6556208,16058.219117125
268.5,15728.3253075,15502.53268025,15607.7774242,15868.04939772,16070.751728375
269.5,15743.24278,15521.312187,15625.6968544,15882.6842096,16086.11425375
270.5,15758.946567,15538.40228625,15641.7239316,15898.0018414,16103.76387125
271.5,15775.65111,15551.639650875,15656.99017358,15915.1841478,16123.184017
272.5,15793.1685,15569.8933965,15675.5068776,15932.016158,16139.835799125
273.5,15812.8397,15589.14326475,15696.7250144,15950.558144,16153.844578375
274.5,15833.727275,15604.0472145,15715.4264398,15971.238652,16168.41983875
275.5,15852.78042125,15616.454186375,15732.5713344,15991.5109276,16188.7462025
276.5,15872.130575,15628.23265875,15746.9553472,16014.2922572,16214.792561
277.5,15890.7165675,15646.32006625,15764.077742,16034.3719748,16231.858961875
278.5,15909.251775,15668.57528725,15785.0621864,16051.725236,16246.50546625
279.5,15927.14872,15687.40678475,15803.710273,16069.331354,16263.21520975
280.5,15946.939785,15701.37324775,15820.766002,16091.252835,16286.92871
281.5,15965.86736,15714.187370625,15836.0972448,16114.4158928,16311.583792
282.5,15984.47872,15731.75996825,15854.6209446,16134.30172904,16330.367739125
283.5,16003.58033675,15752.645819625,15876.3518006,16150.0169626,16343.756283
284.5,16023.090905,15770.4160345,15895.3795838,16167.91990936,16365.0466715
285.5,16042.9276825,15787.03936125,15912.387884,16189.585862,16386.3720375
286.5,16062.13882,15799.676509375,15927.4415206,16212.7568856,16405.88599175
287.5,16080.559025,15817.16051,15945.5916416,16231.2159956,16425.65525625
288.5,16099.5961415,15838.82639175,15968.24145,16246.5292212,16443.852896375
289.5,16118.8378125,15856.131681875,15987.776022,16263.5385324,16461.50876825
290.5,16138.1505525,15871.968133875,16005.5629056,16283.76473,16480.68243
291.5,16156.83262,15885.47523325,16022.044196,16305.3820924,16501.7438230375
292.5,16175.1558425,15909.038913375,16040.5318064,16323.264346,16517.14544625
293.5,16193.5232275,15937.831304125,16063.3221662,16339.0309594,16532.804036375
294.5,16212.2139925,15960.524315125,16082.642281,16354.5079144,16549.69980625
295.5,16230.390155,15977.680758,16101.9905204,16372.6827432,16567.044972625
296.5,16249.1608,15991.853407625,16119.815556,16392.315798,16588.2698044
297.5,16266.76061,16020.8979525,16139.8272962,16409.5744616,16605.092048875
298.5,16285.3873075,16053.0212129375,16163.6716424,16424.5095664,16619.7313245
299.5,16304.169635,16083.96831575,16186.5602972,16441.792284,16632.835388625
300.5,16323.582735,16104.389634,16206.7254118,16459.83171,16651.211147
301.5,16343.243525,16121.81636875,16225.118,16479.7395534,16674.37550875
302.5,16361.42387,16137.873719,16242.5415352,16498.3197902,16693.488196375
303.5,16377.2415975,16153.046732125,16258.88754832,16514.0617432,16708.50109775
304.5,16393.0345,16166.904475,16272.810882,16530.0056844,16724.59963
305.5,16409.3753,16179.086242125,16285.9907794,16546.8251514,16743.195125375
306.5,16424.8075775,16190.742909375,16298.0919944,16565.8261526,16760.75501575
307.5,16440.3327,16204.3914904875,16312.212184,16582.8651246,16776.084690375
308.5,16455.19416,16221.84007325,16327.834557,16597.1728526,16795.110186625
309.5,16470.5740225,16235.109652625,16344.2929992,16612.8438442,16809.690805
310.5,16486.6519475,16248.4348825,16359.03788916,16630.584644,16829.24569175
311.5,16502.7426925,16258.174083375,16372.72767016,16649.4947546,16851.839153625
312.5,16517.8855,16270.84079225,16387.7223068,16666.0933344,16868.913889025
313.5,16532.6276025,16286.7855295,16402.889694,16679.9783272,16881.03810175
314.5,16547.5587025,16300.907159,16417.58003,16694.989284,16894.25882375
315.5,16562.50191,16312.144621625,16431.8937872,16711.4294714,16911.3940165
316.5,16577.526935,16324.400939625,16444.0178254,16729.4455242,16931.160911875
317.5,16593.185525,16339.976374125,16458.1620574,16743.2550564,16947.323875875
318.5,16609.18665,16356.853049375,16475.7472132,16757.55864484,16960.2118618375
319.5,16624.7446925,16373.404435125,16492.57032,16772.860272,16974.793199625
320.5,16640.650855,16385.286310875,16506.6752834,16788.964232,16987.0302805
321.5,16656.6342925,16398.37111375,16520.56019,16805.37146472,17006.35629425
322.5,16671.72395,16412.447271,16535.6421448,16820.5614002,17023.7654905
323.5,16686.5196,16431.54292425,16550.558585,16833.627465,17037.301838125
324.5,16701.2052925,16446.772656875,16565.041815,16848.4832446,17050.400811625
325.5,16716.379495,16458.0529955,16579.8200744,16863.5411604,17067.782855
326.5,16731.4409275,16468.73143675,16592.8876876,16879.8955716,17085.03682525
327.5,16745.931415,16484.574928,16609.9078648,16894.1093752,17099.718395
328.5,16760.9382175,16506.95702625,16627.3823384,16905.6554078,17110.73300625
329.5,16776.71248,16524.443858125,16643.745944,16919.5321406,17127.598598
330.5,16792.1707675,16538.905685125,16659.715348,16935.1018432,17143.076541
331.5,16808.445305,16551.618226875,16674.870493,16950.8865978,17159.636519625
332.5,16823.8003975,16570.136534375,16690.384206,16965.6219136,17174.723784
333.5,16838.221575,16590.003332375,16708.2918228,16978.6907728,17185.19556475
334.5,16853.9875875,16606.19478675,16725.591474,16993.5806408,17197.530955
335.5,16869.0877825,16620.8650375,16740.896318,17009.35214,17211.851583375
336.5,16885.5294325,16632.695147125,16756.4265956,17025.6530858,17231.412318625
337.5,16900.8745415,16650.395402,16773.35449,17040.1478632,17247.23003425
338.5,16915.24622,16671.451645875,16791.0007434,17053.78584448,17257.939708875
339.5,16929.2446575,16689.219730625,16807.9053894,17066.384204912,17269.3676903125
340.5,16944.476265,16704.041712125,16824.1635294,17080.7783062,17282.0601577625
341.5,16959.36967,16721.346978875,16839.0206106,17096.0296368,17298.4387835
342.5,16973.936225,16742.43230375,16856.5651036,17110.8541786,17311.983132125
343.5,16988.358525,16764.4326925,16874.9676516,17122.899878,17323.35803375
344.5,17003.20766375,16787.39825,16894.106491,17136.639999,17337.97193525
345.5,17018.408706,16805.628871375,16911.3908464,17150.181583,17352.2752965
346.5,17033.4291125,16818.05086775,16926.2975922,17166.3270862,17371.23518625
347.5,17048.7252375,16833.3924735,16942.601252,17180.6257132,17386.049559325
348.5,17062.83675,16851.1015925,16958.5436502,17192.5899006,17400.611810125
349.5,17077.4316625,16866.659268,16973.3617068,17206.3491382,17411.364325
350.5,17091.74828,16880.566801875,16986.3775576,17221.2592096,17426.31230325
351.5,17106.148615,16891.314529125,16997.7120744,17237.7197928,17446.45088875
352.5,17120.4777,16903.961547875,17012.3511512,17252.6392316,17461.31152875
353.5,17134.5122875,16922.029115875,17028.0801254,17264.13270978,17473.53038075
354.5,17149.481735,16937.038528375,17043.29081936,17278.9528034,17486.30074125
355.5,17164.0484625,16950.577445875,17056.2938184,17295.545808026,17498.10309675
356.5,17179.1681475,16961.83313175,17067.281288,17310.831066,17514.284442375
357.5,17193.75247825,16976.218652,17081.6001896,17325.4981308,17529.15093175
358.5,17207.9651025,16993.883410125,17100.3881868,17339.5600776,17542.2764695
359.5,17222.8947,17008.685980125,17114.86005906,17351.9338704,17560.117565125
360.5,17237.88554,17022.57755725,17129.322811,17365.5785188,17575.6526337125
361.5,17254.260495,17034.06409525,17140.7681512,17381.2584612,17590.1314955
362.5,17273.417855,17052.768368875,17160.2034882,17400.6974322,17606.96132925
363.5,17298.03789,17073.7386733125,17183.5811324,17426.515124,17629.890823875
364.5,17321.952375,17090.1256715,17203.813969,17454.904586,17653.985560125
365.5,17345.868605,17104.683887125,17221.1698862,17487.378444,17683.38624725
366.5,17367.3822325,17116.6657552487,17238.0447564,17521.5311534,17723.6109403375
367.5,17390.944773,17136.390914375,17258.40299,17549.8658004,17757.5872555
368.5,17415.75841,17158.095767875,17283.18429238,17574.9698782,17777.76489425
369.5,17441.54092,17176.273893125,17304.4300514,17603.2093242,17800.8503675
370.5,17465.8180275,17191.94154075,17323.6805612,17633.8378768,17833.6728305
371.5,17489.1904675,17203.635196,17342.46238164,17667.8506094,17867.590530875
372.5,17513.520435,17227.44084175,17363.5813468,17695.7181196,17899.107839625
373.5,17539.2078725,17249.25904775,17386.1255908,17719.5744216,17920.927589375
374.5,17564.8701925,17272.75472,17408.2902752,17747.45816992,17947.78470075
375.5,17589.899095,17286.5141855,17428.528481,17774.5303212,17975.17479625
376.5,17615.23507,17299.092505875,17445.42642742,17805.3611362,18006.664607875
377.5,17641.15525,17323.01929325,17467.6303044,17832.950966,18033.177514
378.5,17666.0249475,17350.58529625,17494.710778,17855.3168522,18051.86255125
379.5,17691.423575,17371.4242205,17518.6559196,17880.878007,18078.500656875
